[1298, 853]
[section-title, [340.0, 67.0, 170.0, 30.0], shoonya_4sOVX4I7E1IIBN, 5710101]
[paragraph, [66.0, 114.0, 718.0, 18.0], shoonya_3sZI9EBAO4AQLZ, 5710101]
[paragraph, [66.0, 132.0, 718.0, 18.0], shoonya_3sZI9EBAO4AQLZ, 5710101]
[paragraph, [66.0, 150.0, 718.0, 18.0], shoonya_3sZI9EBAO4AQLZ, 5710101]
[paragraph, [66.0, 168.0, 718.0, 18.0], shoonya_3sZI9EBAO4AQLZ, 5710101]
[paragraph, [66.0, 186.0, 718.0, 18.0], shoonya_3sZI9EBAO4AQLZ, 5710101]
[paragraph, [66.0, 204.0, 718.0, 18.0], shoonya_3sZI9EBAO4AQLZ, 5710101]
[paragraph, [66.0, 222.0, 718.0, 18.0], shoonya_3sZI9EBAO4AQLZ, 5710101]
[paragraph, [66.0, 240.0, 718.0, 18.0], shoonya_3sZI9EBAO4AQLZ, 5710101]
[paragraph, [64.0, 273.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 291.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 309.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 327.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 345.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 363.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 381.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 399.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 417.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 435.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 453.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 471.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 489.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 507.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 525.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 543.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 561.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 579.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 597.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 615.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [64.0, 633.0, 725.0, 18.0], shoonya_0sK4D822YAFNLW, 5710101]
[paragraph, [65.0, 660.0, 730.0, 18.0], -fFqwiOIaE, 5710101]
[paragraph, [65.0, 678.0, 730.0, 18.0], -fFqwiOIaE, 5710101]
[paragraph, [65.0, 696.0, 730.0, 18.0], -fFqwiOIaE, 5710101]
[paragraph, [65.0, 714.0, 730.0, 18.0], -fFqwiOIaE, 5710101]
[paragraph, [65.0, 732.0, 730.0, 18.0], -fFqwiOIaE, 5710101]
[paragraph, [65.0, 750.0, 730.0, 18.0], -fFqwiOIaE, 5710101]
[paragraph, [65.0, 768.0, 730.0, 18.0], -fFqwiOIaE, 5710101]
[paragraph, [65.0, 786.0, 730.0, 18.0], -fFqwiOIaE, 5710101]
[paragraph, [65.0, 841.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 859.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 877.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 895.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 913.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 931.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 949.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 967.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 985.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 1003.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
[paragraph, [65.0, 1021.0, 723.0, 18.0], D7NCE7EW6D, 5710101]
