[3509, 2482]
[folio, [862.0, 241.0, 456.0, 52.5], CuoAvjvSWk, 5692108]
[paragraph, [216.0, 362.0, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 414.5, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 467.0, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 519.5, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 572.0, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 624.5, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 677.0, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 729.5, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 782.0, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 834.5, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [216.0, 887.0, 1760.0, 52.5], shoonya_0sTGPUE4HBH0BP, 5692108]
[paragraph, [307.0, 983.0, 685.0, 52.5], -8lLxvj0lA, 5692108]
[paragraph, [179.0, 1141.0, 1780.0, 52.5], 4gQyEQnYpX, 5692108]
[paragraph, [179.0, 1193.5, 1780.0, 52.5], 4gQyEQnYpX, 5692108]
[paragraph, [179.0, 1246.0, 1780.0, 52.5], 4gQyEQnYpX, 5692108]
[paragraph, [179.0, 1298.5, 1780.0, 52.5], 4gQyEQnYpX, 5692108]
[paragraph, [179.0, 1351.0, 1780.0, 52.5], 4gQyEQnYpX, 5692108]
[paragraph, [294.0, 1430.0, 1033.0, 52.5], lh7UBNUaEd, 5692108]
[paragraph, [285.0, 1510.0, 366.0, 52.5], zhyxp3219s, 5692108]
[paragraph, [285.0, 1585.0, 400.0, 52.5], sp6_wT24C8, 5692108]
[paragraph, [292.0, 1717.0, 463.0, 52.5], shoonya_2sOB89MS8AUPFD, 5692108]
[paragraph, [207.0, 1808.0, 1783.0, 52.5], OLOQtmG1XX, 5692108]
[paragraph, [207.0, 1860.5, 1783.0, 52.5], OLOQtmG1XX, 5692108]
[paragraph, [207.0, 1913.0, 1783.0, 52.5], OLOQtmG1XX, 5692108]
[paragraph, [207.0, 1965.5, 1783.0, 52.5], OLOQtmG1XX, 5692108]
[paragraph, [238.0, 2029.0, 1743.0, 52.5], 88-bWrxcDC, 5692108]
[paragraph, [238.0, 2081.5, 1743.0, 52.5], 88-bWrxcDC, 5692108]
[paragraph, [244.0, 2189.0, 785.0, 52.5], shoonya_1sRXLIOHXBV9Q9, 5692108]
[paragraph, [245.0, 2258.0, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2310.5, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2363.0, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2415.5, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2468.0, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2520.5, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2573.0, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2625.5, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2678.0, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2730.5, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2783.0, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2835.5, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2888.0, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [245.0, 2940.5, 1752.0, 52.5], DaeqUMFXhs, 5692108]
[paragraph, [319.0, 3012.0, 561.0, 52.5], nKmrvtIhk5, 5692108]
