[1823, 1375]
[section-title, [427.0, 177.0, 514.0, 49.5], shoonya_3sAUG66WV63W91, 5684400]
[paragraph, [104.0, 254.0, 573.0, 36.0], Cdig1APOMo, 5684400]
[paragraph, [104.0, 290.0, 573.0, 36.0], Cdig1APOMo, 5684400]
[paragraph, [104.0, 326.0, 573.0, 36.0], Cdig1APOMo, 5684400]
[paragraph, [104.0, 362.0, 573.0, 36.0], Cdig1APOMo, 5684400]
[paragraph, [104.0, 398.0, 573.0, 36.0], Cdig1APOMo, 5684400]
[paragraph, [104.0, 434.0, 573.0, 36.0], Cdig1APOMo, 5684400]
[paragraph, [104.0, 470.0, 573.0, 36.0], Cdig1APOMo, 5684400]
[paragraph, [104.0, 506.0, 573.0, 36.0], Cdig1APOMo, 5684400]
[paragraph, [695.0, 259.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 295.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 331.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 367.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 403.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 439.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 475.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 511.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 547.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 583.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 619.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 655.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 691.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
[paragraph, [695.0, 727.0, 578.0, 36.0], g3QXCsXEFu, 5684400]
