[2339, 1656]
[paragraph, [808.0, 76.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 112.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 148.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 184.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 220.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 256.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 292.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 328.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 364.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 400.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 436.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 472.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 508.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 544.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 580.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 616.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 652.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 688.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 724.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 760.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 796.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 832.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 868.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 904.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 940.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 976.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 1012.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 1048.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 1084.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 1120.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 1156.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 1192.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 1228.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [808.0, 1264.0, 728.0, 36.0], shoonya_3sQKXYP92F2E88, 5749985]
[paragraph, [67.0, 100.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [67.0, 136.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [67.0, 172.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [67.0, 208.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [67.0, 244.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [67.0, 280.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [67.0, 316.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [67.0, 352.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [67.0, 388.0, 710.0, 36.0], shoonya_2sYUYFB4UBFAYL, 5749985]
[paragraph, [78.0, 430.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 466.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 502.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 538.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 574.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 610.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 646.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 682.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 718.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 754.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 790.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 826.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 862.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 898.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 934.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [78.0, 970.0, 707.0, 36.0], shoonya_5s6DVT5AFWYK1K, 5749985]
[paragraph, [86.0, 1017.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1053.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1089.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1125.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1161.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1197.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1233.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1269.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1305.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1341.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1377.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1413.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
[paragraph, [86.0, 1449.0, 711.0, 36.0], shoonya_1sIJRS7PACWERN, 5749985]
