[2338, 1654]
[section-title, [273.0, 237.0, 651.0, 52.5], shoonya_3sKS6WKX2AY5C2, 5754003]
[paragraph, [265.0, 316.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 352.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 388.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 424.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 460.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 496.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 532.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 568.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 604.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 640.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 676.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 712.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 748.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 784.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 820.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 856.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 892.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 928.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 964.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1000.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1036.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1072.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1108.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1144.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1180.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1216.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1252.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1288.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1324.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1360.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1396.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1432.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1468.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1504.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1540.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1576.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1612.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[paragraph, [265.0, 1648.0, 1202.0, 36.0], shoonya_1sZU2FEAUG4AAP, 5754003]
[reference, [275.0, 1732.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 1768.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 1804.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 1840.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 1876.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 1912.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 1948.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 1984.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 2020.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
[reference, [275.0, 2056.0, 1190.0, 36.0], shoonya_0s0KHXD9ERF3G5, 5754003]
