[1806, 1262]
[folio, [161.0, 101.0, 505.0, 36.0], shoonya_7s6X62KWNGO9YU, 5681442]
[paragraph, [102.0, 177.0, 501.0, 36.0], shoonya_6sK0KL6E9ECU7X, 5681442]
[paragraph, [102.0, 213.0, 501.0, 36.0], shoonya_6sK0KL6E9ECU7X, 5681442]
[paragraph, [102.0, 249.0, 501.0, 36.0], shoonya_6sK0KL6E9ECU7X, 5681442]
[paragraph, [102.0, 285.0, 501.0, 36.0], shoonya_6sK0KL6E9ECU7X, 5681442]
[paragraph, [102.0, 321.0, 501.0, 36.0], shoonya_6sK0KL6E9ECU7X, 5681442]
[paragraph, [102.0, 357.0, 501.0, 36.0], shoonya_6sK0KL6E9ECU7X, 5681442]
[paragraph, [102.0, 393.0, 501.0, 36.0], shoonya_6sK0KL6E9ECU7X, 5681442]
[paragraph, [102.0, 429.0, 501.0, 36.0], shoonya_6sK0KL6E9ECU7X, 5681442]
[paragraph, [657.0, 182.0, 496.0, 36.0], shoonya_4sY5C5WNB7AUKA, 5681442]
[paragraph, [660.0, 254.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 290.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 326.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 362.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 398.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 434.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 470.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 506.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 542.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 578.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 614.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 650.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 686.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 722.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [660.0, 758.0, 495.0, 36.0], shoonya_2sSOGDLFZ4FP1U, 5681442]
[paragraph, [103.0, 482.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 518.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 554.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 590.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 626.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 662.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 698.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 734.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 770.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 806.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 842.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 878.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 914.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 950.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 986.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 1022.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 1058.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 1094.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 1130.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 1166.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 1202.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 1238.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [103.0, 1274.0, 500.0, 36.0], shoonya_0s5JVKF5F6UP2Y, 5681442]
[paragraph, [664.0, 839.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 875.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 911.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 947.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 983.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1019.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1055.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1091.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1127.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1163.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1199.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1235.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1271.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1307.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1343.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1379.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1415.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1451.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1487.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1523.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1559.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1595.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1631.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [664.0, 1667.0, 496.0, 36.0], shoonya_1sHX7OQYT57ZP5, 5681442]
[paragraph, [113.0, 1347.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
[paragraph, [113.0, 1383.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
[paragraph, [113.0, 1419.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
[paragraph, [113.0, 1455.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
[paragraph, [113.0, 1491.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
[paragraph, [113.0, 1527.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
[paragraph, [113.0, 1563.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
[paragraph, [113.0, 1599.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
[paragraph, [113.0, 1635.0, 491.0, 36.0], shoonya_3s08VMPXIJET58, 5681442]
