[1723, 1092]
[paragraph, [105.0, 102.0, 876.0, 36.0], shoonya_4sFFFYF5TAJMS1, 5680326]
[paragraph, [105.0, 138.0, 876.0, 36.0], shoonya_4sFFFYF5TAJMS1, 5680326]
[paragraph, [104.0, 192.0, 879.0, 36.0], shoonya_2sOSI986N8RCWM, 5680326]
[paragraph, [104.0, 228.0, 879.0, 36.0], shoonya_2sOSI986N8RCWM, 5680326]
[paragraph, [104.0, 264.0, 879.0, 36.0], shoonya_2sOSI986N8RCWM, 5680326]
[paragraph, [104.0, 300.0, 879.0, 36.0], shoonya_2sOSI986N8RCWM, 5680326]
[paragraph, [104.0, 336.0, 879.0, 36.0], shoonya_2sOSI986N8RCWM, 5680326]
[paragraph, [106.0, 412.0, 879.0, 36.0], shoonya_1s7BM7YHRS83IH, 5680326]
[paragraph, [106.0, 448.0, 879.0, 36.0], shoonya_1s7BM7YHRS83IH, 5680326]
[paragraph, [106.0, 484.0, 879.0, 36.0], shoonya_1s7BM7YHRS83IH, 5680326]
[paragraph, [106.0, 520.0, 879.0, 36.0], shoonya_1s7BM7YHRS83IH, 5680326]
[paragraph, [106.0, 556.0, 879.0, 36.0], shoonya_1s7BM7YHRS83IH, 5680326]
[paragraph, [106.0, 592.0, 879.0, 36.0], shoonya_1s7BM7YHRS83IH, 5680326]
[paragraph, [106.0, 628.0, 879.0, 36.0], shoonya_1s7BM7YHRS83IH, 5680326]
[paragraph, [106.0, 664.0, 879.0, 36.0], shoonya_1s7BM7YHRS83IH, 5680326]
[paragraph, [107.0, 724.0, 878.0, 36.0], shoonya_5sGH7T250JEZSU, 5680326]
[paragraph, [107.0, 760.0, 878.0, 36.0], shoonya_5sGH7T250JEZSU, 5680326]
[paragraph, [107.0, 796.0, 878.0, 36.0], shoonya_5sGH7T250JEZSU, 5680326]
[paragraph, [107.0, 832.0, 878.0, 36.0], shoonya_5sGH7T250JEZSU, 5680326]
[paragraph, [107.0, 868.0, 878.0, 36.0], shoonya_5sGH7T250JEZSU, 5680326]
[paragraph, [106.0, 942.0, 880.0, 36.0], shoonya_6sMA70HVUVTN6T, 5680326]
[paragraph, [106.0, 978.0, 880.0, 36.0], shoonya_6sMA70HVUVTN6T, 5680326]
[paragraph, [106.0, 1014.0, 880.0, 36.0], shoonya_6sMA70HVUVTN6T, 5680326]
[paragraph, [108.0, 1078.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1114.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1150.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1186.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1222.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1258.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1294.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1330.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1366.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [108.0, 1402.0, 881.0, 36.0], shoonya_0s38I63QKGN74X, 5680326]
[paragraph, [107.0, 1477.0, 887.0, 36.0], shoonya_3sLVGQTHUO14LZ, 5680326]
[paragraph, [107.0, 1513.0, 887.0, 36.0], shoonya_3sLVGQTHUO14LZ, 5680326]
