[2175, 1462]
[folio, [160.0, 98.0, 195.0, 36.0], 7y0JAZDAxG, 5654839]
[paragraph, [159.0, 199.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 235.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 271.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 307.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 343.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 379.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 415.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 451.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 487.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 523.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 559.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 595.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 631.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 667.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 703.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 739.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [159.0, 775.0, 1200.0, 36.0], shoonya_0sFFWJEKD2OM7U, 5654839]
[paragraph, [164.0, 866.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 902.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 938.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 974.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1010.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1046.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1082.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1118.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1154.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1190.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1226.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1262.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1298.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1334.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1370.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1406.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1442.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1478.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1514.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1550.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1586.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1622.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1658.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1694.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [164.0, 1730.0, 1191.0, 36.0], shoonya_1sMD3ODSV119F2, 5654839]
[paragraph, [232.0, 1807.0, 593.0, 36.0], JJ-fAx69_G, 5654839]
[paragraph, [232.0, 1843.0, 593.0, 36.0], JJ-fAx69_G, 5654839]
[paragraph, [232.0, 1879.0, 593.0, 36.0], JJ-fAx69_G, 5654839]
[reference, [170.0, 1949.0, 689.0, 36.0], shoonya_2sXMAZWL4RJI3Q, 5654839]
[reference, [170.0, 1985.0, 689.0, 36.0], shoonya_2sXMAZWL4RJI3Q, 5654839]
