[1372, 849]
[section-title, [343.0, 67.0, 166.0, 30.0], shoonya_3sOTI7F2RMVSU7, 5710363]
[paragraph, [55.0, 128.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 146.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 164.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 182.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 200.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 218.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 236.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 254.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 272.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 290.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 308.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 326.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 344.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 362.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 380.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 398.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 416.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 434.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 452.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 470.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 488.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 506.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [55.0, 524.0, 735.0, 18.0], shoonya_1sQRMIVODKZRTI, 5710363]
[paragraph, [63.0, 545.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 563.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 581.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 599.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 617.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 635.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 653.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 671.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 689.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 707.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 725.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 743.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 761.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 779.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 797.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 815.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 833.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 851.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 869.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 887.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 905.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 923.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 941.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 959.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 977.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 995.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1013.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1031.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1049.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1067.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1085.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1103.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1121.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1139.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1157.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1175.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1193.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1211.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1229.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[paragraph, [63.0, 1247.0, 731.0, 18.0], shoonya_0sL0G9WTEFM07X, 5710363]
[folio, [179.0, 1270.0, 37.0, 18.0], shoonya_2sXLSFJO8L7GN5, 5710363]
