[2339, 1656]
[paragraph, [187.0, 201.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 237.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 273.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 309.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 345.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 381.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 417.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 453.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 489.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 525.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 561.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 597.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 633.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 669.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 705.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 741.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [187.0, 777.0, 1278.0, 36.0], shoonya_1sESK2PUNIS3CS, 5731761]
[paragraph, [188.0, 865.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 901.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 937.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 973.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1009.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1045.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1081.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1117.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1153.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1189.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1225.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1261.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1297.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1333.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1369.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1405.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1441.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1477.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1513.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1549.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1585.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1621.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1657.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1693.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1729.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1765.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1801.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1837.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1873.0, 1268.0, 36.0], shoonya_0s1C85BL3UUF0O, 5731761]
[paragraph, [188.0, 1960.0, 1271.0, 36.0], shoonya_2sTHUVMWCN624F, 5731761]
[paragraph, [188.0, 1996.0, 1271.0, 36.0], shoonya_2sTHUVMWCN624F, 5731761]
[paragraph, [188.0, 2032.0, 1271.0, 36.0], shoonya_2sTHUVMWCN624F, 5731761]
