[2067, 1567]
[folio, [1124.0, 188.0, 248.0, 36.0], wJrZ6_MLN6, 5735335]
[folio, [176.0, 190.0, 199.0, 36.0], d4J7-FSmC6, 5735335]
[paragraph, [192.0, 250.0, 582.0, 36.0], shoonya_4sE9JDJIIW8Y1N, 5735335]
[paragraph, [192.0, 286.0, 582.0, 36.0], shoonya_4sE9JDJIIW8Y1N, 5735335]
[paragraph, [192.0, 322.0, 582.0, 36.0], shoonya_4sE9JDJIIW8Y1N, 5735335]
[paragraph, [192.0, 358.0, 582.0, 36.0], shoonya_4sE9JDJIIW8Y1N, 5735335]
[paragraph, [192.0, 394.0, 582.0, 36.0], shoonya_4sE9JDJIIW8Y1N, 5735335]
[paragraph, [192.0, 430.0, 582.0, 36.0], shoonya_4sE9JDJIIW8Y1N, 5735335]
[paragraph, [1052.0, 386.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [1052.0, 422.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [1052.0, 458.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [1052.0, 494.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [1052.0, 530.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [1052.0, 566.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [1052.0, 602.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [1052.0, 638.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [1052.0, 674.0, 322.0, 36.0], shoonya_9s3ZGDRBU5BGG4, 5735335]
[paragraph, [192.0, 472.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 508.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 544.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 580.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 616.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 652.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 688.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 724.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 760.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 796.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 832.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 868.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 904.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [192.0, 940.0, 581.0, 36.0], shoonya_2sO63SBYRC7KFT, 5735335]
[paragraph, [792.0, 740.0, 577.0, 36.0], shoonya_7sJAPKDAXGDH89, 5735335]
[paragraph, [792.0, 776.0, 577.0, 36.0], shoonya_7sJAPKDAXGDH89, 5735335]
[paragraph, [790.0, 832.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 868.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 904.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 940.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 976.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 1012.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 1048.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 1084.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 1120.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 1156.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 1192.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [790.0, 1228.0, 581.0, 36.0], 3djsvkNSnb, 5735335]
[paragraph, [194.0, 1006.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [194.0, 1042.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [194.0, 1078.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [194.0, 1114.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [194.0, 1150.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [194.0, 1186.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [194.0, 1222.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [194.0, 1258.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [194.0, 1294.0, 580.0, 36.0], shoonya_1sIZ4JQF16QFP3, 5735335]
[paragraph, [791.0, 1274.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1310.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1346.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1382.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1418.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1454.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1490.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1526.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1562.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1598.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
[paragraph, [791.0, 1634.0, 580.0, 36.0], shoonya_3s5BXBZED4VQ0B, 5735335]
