[2339, 1653]
[paragraph, [97.0, 159.0, 1446.0, 36.0], IVeTQiiocu, 5750769]
[paragraph, [97.0, 195.0, 1446.0, 36.0], IVeTQiiocu, 5750769]
[paragraph, [97.0, 231.0, 1446.0, 36.0], IVeTQiiocu, 5750769]
[paragraph, [97.0, 267.0, 1446.0, 36.0], IVeTQiiocu, 5750769]
[paragraph, [97.0, 303.0, 1446.0, 36.0], IVeTQiiocu, 5750769]
[paragraph, [97.0, 339.0, 1446.0, 36.0], IVeTQiiocu, 5750769]
[paragraph, [105.0, 387.0, 1431.0, 36.0], shoonya_1s8IZE96N7XDOV, 5750769]
[paragraph, [105.0, 423.0, 1431.0, 36.0], shoonya_1s8IZE96N7XDOV, 5750769]
[paragraph, [105.0, 459.0, 1431.0, 36.0], shoonya_1s8IZE96N7XDOV, 5750769]
[paragraph, [105.0, 495.0, 1431.0, 36.0], shoonya_1s8IZE96N7XDOV, 5750769]
[paragraph, [105.0, 531.0, 1431.0, 36.0], shoonya_1s8IZE96N7XDOV, 5750769]
[paragraph, [109.0, 591.0, 1427.0, 36.0], tf9IfC9Dau, 5750769]
[paragraph, [109.0, 627.0, 1427.0, 36.0], tf9IfC9Dau, 5750769]
[paragraph, [109.0, 663.0, 1427.0, 36.0], tf9IfC9Dau, 5750769]
[paragraph, [109.0, 699.0, 1427.0, 36.0], tf9IfC9Dau, 5750769]
[paragraph, [109.0, 735.0, 1427.0, 36.0], tf9IfC9Dau, 5750769]
[paragraph, [109.0, 771.0, 1427.0, 36.0], tf9IfC9Dau, 5750769]
[paragraph, [109.0, 807.0, 1427.0, 36.0], tf9IfC9Dau, 5750769]
[paragraph, [109.0, 843.0, 1427.0, 36.0], tf9IfC9Dau, 5750769]
[paragraph, [105.0, 924.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 960.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 996.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1032.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1068.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1104.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1140.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1176.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1212.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1248.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1284.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1320.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [105.0, 1356.0, 1439.0, 36.0], 82UwJMsYIW, 5750769]
[paragraph, [101.0, 1429.0, 1448.0, 36.0], Jr5wGFNWI5, 5750769]
[paragraph, [101.0, 1465.0, 1448.0, 36.0], Jr5wGFNWI5, 5750769]
[paragraph, [101.0, 1501.0, 1448.0, 36.0], Jr5wGFNWI5, 5750769]
[paragraph, [101.0, 1537.0, 1448.0, 36.0], Jr5wGFNWI5, 5750769]
[paragraph, [101.0, 1573.0, 1448.0, 36.0], Jr5wGFNWI5, 5750769]
[paragraph, [101.0, 1609.0, 1448.0, 36.0], Jr5wGFNWI5, 5750769]
[paragraph, [101.0, 1645.0, 1448.0, 36.0], Jr5wGFNWI5, 5750769]
[paragraph, [101.0, 1681.0, 1448.0, 36.0], Jr5wGFNWI5, 5750769]
[paragraph, [105.0, 1766.0, 153.0, 36.0], OYG8mjPguk, 5750769]
[paragraph, [105.0, 1802.0, 153.0, 36.0], OYG8mjPguk, 5750769]
[paragraph, [101.0, 1892.0, 1444.0, 36.0], 1LiByDdUkk, 5750769]
[paragraph, [101.0, 1928.0, 1444.0, 36.0], 1LiByDdUkk, 5750769]
[paragraph, [101.0, 1964.0, 1444.0, 36.0], 1LiByDdUkk, 5750769]
[paragraph, [101.0, 2000.0, 1444.0, 36.0], 1LiByDdUkk, 5750769]
[paragraph, [101.0, 2036.0, 1444.0, 36.0], 1LiByDdUkk, 5750769]
[paragraph, [101.0, 2072.0, 1444.0, 36.0], 1LiByDdUkk, 5750769]
