[1951, 1219]
[folio, [220.0, 120.0, 202.0, 36.0], FJ_r28vP3K, 5682909]
[paragraph, [116.0, 213.0, 974.0, 36.0], shoonya_0s8315MVGHKUPE, 5682909]
[paragraph, [116.0, 249.0, 974.0, 36.0], shoonya_0s8315MVGHKUPE, 5682909]
[paragraph, [116.0, 285.0, 974.0, 36.0], shoonya_0s8315MVGHKUPE, 5682909]
[paragraph, [116.0, 321.0, 974.0, 36.0], shoonya_0s8315MVGHKUPE, 5682909]
[paragraph, [110.0, 384.0, 975.0, 36.0], 8NZiVsDohG, 5682909]
[paragraph, [110.0, 420.0, 975.0, 36.0], 8NZiVsDohG, 5682909]
[paragraph, [110.0, 456.0, 975.0, 36.0], 8NZiVsDohG, 5682909]
[paragraph, [110.0, 492.0, 975.0, 36.0], 8NZiVsDohG, 5682909]
[paragraph, [110.0, 562.0, 975.0, 36.0], KbGOKis4yc, 5682909]
[paragraph, [110.0, 598.0, 975.0, 36.0], KbGOKis4yc, 5682909]
[paragraph, [110.0, 678.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 714.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 750.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 786.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 822.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 858.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 894.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 930.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 966.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 1002.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 1038.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 1074.0, 977.0, 36.0], ZmTvNUq5l7, 5682909]
[paragraph, [110.0, 1143.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1179.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1215.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1251.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1287.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1323.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1359.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1395.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1431.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1467.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1503.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1539.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1575.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1611.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1647.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1683.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1719.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1755.0, 980.0, 36.0], 6tvhntP02C, 5682909]
[paragraph, [110.0, 1791.0, 980.0, 36.0], 6tvhntP02C, 5682909]
