[1074, 720]
[chapter-title, [250.0, 139.0, 220.0, 30.0], JSRUmusj7N, 5711497]
[section-title, [214.0, 200.0, 291.0, 30.0], QBcPTLaXPB, 5711497]
[sub-section-title, [279.0, 240.0, 135.0, 25.5], 1Q6fTObQX5, 5711497]
[subsub-section-title, [279.0, 286.0, 152.0, 15.0], shoonya_2sR9NYGBCBTZ52, 5711497]
[subsub-section-title, [279.0, 301.0, 152.0, 15.0], shoonya_2sR9NYGBCBTZ52, 5711497]
[paragraph, [67.0, 327.0, 577.0, 18.0], shoonya_1sW35XF37BF6NO, 5711497]
[paragraph, [67.0, 345.0, 577.0, 18.0], shoonya_1sW35XF37BF6NO, 5711497]
[paragraph, [67.0, 363.0, 577.0, 18.0], shoonya_1sW35XF37BF6NO, 5711497]
[paragraph, [67.0, 381.0, 577.0, 18.0], shoonya_1sW35XF37BF6NO, 5711497]
[paragraph, [67.0, 399.0, 577.0, 18.0], shoonya_1sW35XF37BF6NO, 5711497]
[paragraph, [67.0, 417.0, 577.0, 18.0], shoonya_1sW35XF37BF6NO, 5711497]
[paragraph, [67.0, 435.0, 577.0, 18.0], shoonya_1sW35XF37BF6NO, 5711497]
[paragraph, [68.0, 458.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 476.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 494.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 512.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 530.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 548.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 566.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 584.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 602.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 620.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 638.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 656.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 674.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 692.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 710.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 728.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 746.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 764.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 782.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 800.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 818.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 836.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 854.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 872.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 890.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [68.0, 908.0, 578.0, 18.0], shoonya_0sCQ45UUBY837S, 5711497]
[paragraph, [70.0, 933.0, 586.0, 18.0], ILHZEPSqr9, 5711497]
[paragraph, [70.0, 951.0, 586.0, 18.0], ILHZEPSqr9, 5711497]
[paragraph, [70.0, 969.0, 586.0, 18.0], ILHZEPSqr9, 5711497]
[paragraph, [70.0, 987.0, 586.0, 18.0], ILHZEPSqr9, 5711497]
