[792, 567]
[folio, [18.0, 20.0, 173.0, 18.0], xdFds-rgot, 5712486]
[headline, [148.0, 63.0, 378.0, 25.5], shoonya_0s388XVAR7CVU2, 5712486]
[headline, [148.0, 88.5, 378.0, 25.5], shoonya_0s388XVAR7CVU2, 5712486]
[paragraph, [20.0, 116.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 134.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 152.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 170.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 188.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 206.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 224.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 242.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 260.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 278.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 296.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 314.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [20.0, 332.0, 210.0, 18.0], shoonya_5sKJ2HG8L6A8CS, 5712486]
[paragraph, [237.0, 157.0, 291.0, 18.0], 3ncvEOzJKo, 5712486]
[paragraph, [237.0, 175.0, 291.0, 18.0], 3ncvEOzJKo, 5712486]
[paragraph, [426.0, 201.0, 99.0, 18.0], BeNZ7K_Awr, 5712486]
[paragraph, [426.0, 219.0, 99.0, 18.0], BeNZ7K_Awr, 5712486]
[paragraph, [426.0, 237.0, 99.0, 18.0], BeNZ7K_Awr, 5712486]
[paragraph, [426.0, 255.0, 99.0, 18.0], BeNZ7K_Awr, 5712486]
[paragraph, [426.0, 273.0, 99.0, 18.0], BeNZ7K_Awr, 5712486]
[paragraph, [426.0, 291.0, 99.0, 18.0], BeNZ7K_Awr, 5712486]
[paragraph, [426.0, 309.0, 99.0, 18.0], BeNZ7K_Awr, 5712486]
[paragraph, [426.0, 327.0, 99.0, 18.0], BeNZ7K_Awr, 5712486]
[paragraph, [238.0, 202.0, 149.0, 18.0], tnBuTVCJAK, 5712486]
[paragraph, [238.0, 220.0, 149.0, 18.0], tnBuTVCJAK, 5712486]
[paragraph, [238.0, 238.0, 149.0, 18.0], tnBuTVCJAK, 5712486]
[paragraph, [238.0, 256.0, 149.0, 18.0], tnBuTVCJAK, 5712486]
[paragraph, [238.0, 274.0, 149.0, 18.0], tnBuTVCJAK, 5712486]
[paragraph, [238.0, 292.0, 149.0, 18.0], tnBuTVCJAK, 5712486]
[paragraph, [238.0, 310.0, 149.0, 18.0], tnBuTVCJAK, 5712486]
[paragraph, [238.0, 328.0, 149.0, 18.0], tnBuTVCJAK, 5712486]
[paragraph, [17.0, 359.0, 256.0, 18.0], shoonya_7s1WCSLP0FBTDL, 5712486]
[paragraph, [17.0, 377.0, 256.0, 18.0], shoonya_7s1WCSLP0FBTDL, 5712486]
[paragraph, [17.0, 395.0, 256.0, 18.0], shoonya_7s1WCSLP0FBTDL, 5712486]
[paragraph, [17.0, 413.0, 256.0, 18.0], shoonya_7s1WCSLP0FBTDL, 5712486]
[paragraph, [17.0, 431.0, 256.0, 18.0], shoonya_7s1WCSLP0FBTDL, 5712486]
[paragraph, [276.0, 359.0, 260.0, 18.0], 3K6xVVRz3S, 5712486]
[paragraph, [276.0, 377.0, 260.0, 18.0], 3K6xVVRz3S, 5712486]
[paragraph, [280.0, 435.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [280.0, 453.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [280.0, 471.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [280.0, 489.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [280.0, 507.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [280.0, 525.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [280.0, 543.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [280.0, 561.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [280.0, 579.0, 262.0, 18.0], shoonya_6sCVLOFJLEY7BC, 5712486]
[paragraph, [12.0, 495.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 513.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 531.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 549.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 567.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 585.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 603.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 621.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 639.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 657.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 675.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 693.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [12.0, 711.0, 264.0, 18.0], shoonya_2sEQDDSNZ36G4M, 5712486]
[paragraph, [277.0, 601.0, 268.0, 18.0], 5zeqkH70lB, 5712486]
[paragraph, [277.0, 619.0, 268.0, 18.0], 5zeqkH70lB, 5712486]
[paragraph, [277.0, 637.0, 268.0, 18.0], 5zeqkH70lB, 5712486]
[paragraph, [277.0, 655.0, 268.0, 18.0], 5zeqkH70lB, 5712486]
[paragraph, [277.0, 673.0, 268.0, 18.0], 5zeqkH70lB, 5712486]
[paragraph, [277.0, 691.0, 268.0, 18.0], 5zeqkH70lB, 5712486]
[paragraph, [277.0, 709.0, 268.0, 18.0], 5zeqkH70lB, 5712486]
[folio, [41.0, 749.0, 100.0, 18.0], AomMNaj_YA, 5712486]
