[1275, 750]
[folio, [212.0, 88.0, 308.0, 18.0], pnKqIdRBTV, 5767431]
[folio, [212.0, 106.0, 308.0, 18.0], pnKqIdRBTV, 5767431]
[paragraph, [65.0, 153.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 171.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 189.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 207.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 225.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 243.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 261.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 279.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 297.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 315.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 333.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 351.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 369.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 387.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 405.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 423.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 441.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 459.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 477.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 495.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 513.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 531.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [65.0, 549.0, 614.0, 18.0], shoonya_0sI6P6ZF0I47C2, 5767431]
[paragraph, [70.0, 599.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 617.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 635.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 653.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 671.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 689.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 707.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 725.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 743.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 761.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 779.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 797.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 815.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 833.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 851.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 869.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 887.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 905.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 923.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 941.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 959.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 977.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 995.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 1013.0, 614.0, 18.0], IbWPrGOkzg, 5767431]
[paragraph, [70.0, 1046.0, 613.0, 18.0], UW1KP0bSVP, 5767431]
[paragraph, [70.0, 1064.0, 613.0, 18.0], UW1KP0bSVP, 5767431]
[paragraph, [70.0, 1082.0, 613.0, 18.0], UW1KP0bSVP, 5767431]
[paragraph, [70.0, 1100.0, 613.0, 18.0], UW1KP0bSVP, 5767431]
[paragraph, [70.0, 1118.0, 613.0, 18.0], UW1KP0bSVP, 5767431]
[paragraph, [70.0, 1136.0, 613.0, 18.0], UW1KP0bSVP, 5767431]
[paragraph, [70.0, 1154.0, 613.0, 18.0], UW1KP0bSVP, 5767431]
[paragraph, [70.0, 1172.0, 613.0, 18.0], UW1KP0bSVP, 5767431]
