[1650, 1275]
[chapter-title, [878.0, 25.0, 289.0, 58.5], shoonya_0sYCNO0AIIMWTW, 5774896]
[second-level-question, [165.0, 183.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [165.0, 219.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [165.0, 255.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [165.0, 291.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [165.0, 327.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [165.0, 363.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [165.0, 399.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [165.0, 435.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [165.0, 471.0, 964.0, 36.0], nRBppEIVQt, 5774896]
[second-level-question, [159.0, 588.0, 970.0, 36.0], oKxVTn0GhS, 5774896]
[second-level-question, [159.0, 624.0, 970.0, 36.0], oKxVTn0GhS, 5774896]
[second-level-question, [159.0, 660.0, 970.0, 36.0], oKxVTn0GhS, 5774896]
[second-level-question, [159.0, 696.0, 970.0, 36.0], oKxVTn0GhS, 5774896]
[second-level-question, [159.0, 732.0, 970.0, 36.0], oKxVTn0GhS, 5774896]
[second-level-question, [160.0, 843.0, 969.0, 36.0], -iRXC6Wlo8, 5774896]
[second-level-question, [160.0, 879.0, 969.0, 36.0], -iRXC6Wlo8, 5774896]
[second-level-question, [160.0, 915.0, 969.0, 36.0], -iRXC6Wlo8, 5774896]
[second-level-question, [160.0, 951.0, 969.0, 36.0], -iRXC6Wlo8, 5774896]
[second-level-question, [160.0, 987.0, 969.0, 36.0], -iRXC6Wlo8, 5774896]
[website-link, [419.0, 1565.0, 257.0, 18.0], mh6QGkz-Ty, 5774896]
[website-link, [419.0, 1583.0, 257.0, 18.0], mh6QGkz-Ty, 5774896]
[folio, [129.0, 1566.0, 550.0, 36.0], 4ry2tPLbUD, 5774896]
