[2339, 1654]
[folio, [1289.0, 51.0, 236.0, 36.0], 20H2C9MarD, 5751325]
[paragraph, [249.0, 103.0, 724.0, 36.0], shoonya_4sVHY2H8REQXMI, 5751325]
[reference, [715.0, 183.0, 656.0, 36.0], shoonya_3s5W99ZR41V25C, 5751325]
[paragraph, [86.0, 241.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 277.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 313.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 349.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 385.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 421.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 457.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 493.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 529.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 565.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 601.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [86.0, 637.0, 1431.0, 36.0], shoonya_0sYKMDA9ZRAHDR, 5751325]
[paragraph, [80.0, 680.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 716.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 752.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 788.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 824.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 860.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 896.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 932.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 968.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 1004.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 1040.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 1076.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [80.0, 1112.0, 1434.0, 36.0], shoonya_1s2RXNP6C2HKWN, 5751325]
[paragraph, [68.0, 1180.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1216.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1252.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1288.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1324.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1360.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1396.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1432.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1468.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1504.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1540.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1576.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1612.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1648.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1684.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1720.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1756.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1792.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1828.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1864.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1900.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [68.0, 1936.0, 1445.0, 36.0], shoonya_2sJLO9WQ5POKML, 5751325]
[paragraph, [60.0, 1986.0, 1441.0, 36.0], shoonya_7s7KUFJDCD493K, 5751325]
[paragraph, [60.0, 2022.0, 1441.0, 36.0], shoonya_7s7KUFJDCD493K, 5751325]
[paragraph, [60.0, 2058.0, 1441.0, 36.0], shoonya_7s7KUFJDCD493K, 5751325]
[paragraph, [60.0, 2094.0, 1441.0, 36.0], shoonya_7s7KUFJDCD493K, 5751325]
[paragraph, [60.0, 2130.0, 1441.0, 36.0], shoonya_7s7KUFJDCD493K, 5751325]
[paragraph, [60.0, 2166.0, 1441.0, 36.0], shoonya_7s7KUFJDCD493K, 5751325]
