[2339, 1653]
[folio, [1242.0, 332.0, 173.0, 36.0], JfTnUqfjVC, 5735541]
[paragraph, [238.0, 388.0, 207.0, 36.0], shoonya_8sM7CR9GXA43PG, 5735541]
[paragraph, [836.0, 390.0, 578.0, 36.0], shoonya_6sDRGMHWRCMXTO, 5735541]
[paragraph, [836.0, 426.0, 578.0, 36.0], shoonya_6sDRGMHWRCMXTO, 5735541]
[paragraph, [836.0, 462.0, 578.0, 36.0], shoonya_6sDRGMHWRCMXTO, 5735541]
[paragraph, [836.0, 498.0, 578.0, 36.0], shoonya_6sDRGMHWRCMXTO, 5735541]
[paragraph, [236.0, 431.0, 580.0, 36.0], shoonya_2sG4LYY8T3S04N, 5735541]
[paragraph, [236.0, 467.0, 580.0, 36.0], shoonya_2sG4LYY8T3S04N, 5735541]
[paragraph, [236.0, 503.0, 580.0, 36.0], shoonya_2sG4LYY8T3S04N, 5735541]
[paragraph, [236.0, 539.0, 580.0, 36.0], shoonya_2sG4LYY8T3S04N, 5735541]
[paragraph, [236.0, 575.0, 580.0, 36.0], shoonya_2sG4LYY8T3S04N, 5735541]
[paragraph, [236.0, 611.0, 580.0, 36.0], shoonya_2sG4LYY8T3S04N, 5735541]
[paragraph, [236.0, 647.0, 580.0, 36.0], shoonya_2sG4LYY8T3S04N, 5735541]
[paragraph, [836.0, 568.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 604.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 640.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 676.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 712.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 748.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 784.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 820.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 856.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 892.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 928.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 964.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 1000.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[paragraph, [836.0, 1036.0, 579.0, 36.0], shoonya_0sYPAMPY4G45SB, 5735541]
[sidebar, [1450.0, 660.0, 146.0, 36.0], wdXLpRTpWK, 5735541]
[sidebar, [1450.0, 696.0, 146.0, 36.0], wdXLpRTpWK, 5735541]
[paragraph, [236.0, 700.0, 579.0, 36.0], shoonya_5sE206W820SD6O, 5735541]
[paragraph, [236.0, 736.0, 579.0, 36.0], shoonya_5sE206W820SD6O, 5735541]
[paragraph, [236.0, 772.0, 579.0, 36.0], shoonya_5sE206W820SD6O, 5735541]
[paragraph, [236.0, 808.0, 579.0, 36.0], shoonya_5sE206W820SD6O, 5735541]
[paragraph, [236.0, 844.0, 579.0, 36.0], shoonya_5sE206W820SD6O, 5735541]
[paragraph, [236.0, 880.0, 579.0, 36.0], shoonya_5sE206W820SD6O, 5735541]
[paragraph, [236.0, 916.0, 579.0, 36.0], shoonya_5sE206W820SD6O, 5735541]
[paragraph, [236.0, 952.0, 579.0, 36.0], shoonya_5sE206W820SD6O, 5735541]
[author, [676.0, 1010.0, 140.0, 36.0], shoonya_12s1DQOU7SKMMB, 5735541]
[paragraph, [836.0, 1101.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1137.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1173.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1209.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1245.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1281.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1317.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1353.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1389.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1425.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1461.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1497.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1533.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [836.0, 1569.0, 579.0, 36.0], shoonya_1sCQRGH1C0BEHC, 5735541]
[paragraph, [233.0, 1145.0, 139.0, 36.0], shoonya_13sNFTQQ67G1KK, 5735541]
[paragraph, [484.0, 1241.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [484.0, 1277.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [484.0, 1313.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [484.0, 1349.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [484.0, 1385.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [484.0, 1421.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [484.0, 1457.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [484.0, 1493.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [484.0, 1529.0, 332.0, 36.0], shoonya_4sOB0X305W21J6, 5735541]
[paragraph, [231.0, 1596.0, 580.0, 36.0], shoonya_9sI5PJ3EWVFZ02, 5735541]
[paragraph, [231.0, 1632.0, 580.0, 36.0], shoonya_9sI5PJ3EWVFZ02, 5735541]
[paragraph, [231.0, 1668.0, 580.0, 36.0], shoonya_9sI5PJ3EWVFZ02, 5735541]
[paragraph, [231.0, 1704.0, 580.0, 36.0], shoonya_9sI5PJ3EWVFZ02, 5735541]
[paragraph, [231.0, 1740.0, 580.0, 36.0], shoonya_9sI5PJ3EWVFZ02, 5735541]
[paragraph, [837.0, 1633.0, 579.0, 36.0], shoonya_3sKFHCEFJX12CM, 5735541]
[paragraph, [837.0, 1669.0, 579.0, 36.0], shoonya_3sKFHCEFJX12CM, 5735541]
[paragraph, [837.0, 1705.0, 579.0, 36.0], shoonya_3sKFHCEFJX12CM, 5735541]
[paragraph, [837.0, 1741.0, 579.0, 36.0], shoonya_3sKFHCEFJX12CM, 5735541]
[paragraph, [837.0, 1777.0, 579.0, 36.0], shoonya_3sKFHCEFJX12CM, 5735541]
[paragraph, [837.0, 1813.0, 579.0, 36.0], shoonya_3sKFHCEFJX12CM, 5735541]
[paragraph, [837.0, 1849.0, 579.0, 36.0], shoonya_3sKFHCEFJX12CM, 5735541]
[paragraph, [837.0, 1885.0, 579.0, 36.0], shoonya_3sKFHCEFJX12CM, 5735541]
[paragraph, [231.0, 1814.0, 581.0, 36.0], Is5EzS9Zy-, 5735541]
[paragraph, [231.0, 1850.0, 581.0, 36.0], Is5EzS9Zy-, 5735541]
[paragraph, [231.0, 1886.0, 581.0, 36.0], Is5EzS9Zy-, 5735541]
[folio, [237.0, 1965.0, 229.0, 36.0], tAK35cvW26, 5735541]
