[1468, 909]
[folio, [367.0, 76.0, 174.0, 18.0], QGW2P3dmSl, 5770095]
[folio, [367.0, 94.0, 174.0, 18.0], QGW2P3dmSl, 5770095]
[paragraph, [455.0, 141.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 159.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 177.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 195.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 213.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 231.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 249.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 267.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 285.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 303.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 321.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 339.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 357.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 375.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 393.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 411.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 429.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 447.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 465.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 483.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 501.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 519.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 537.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 555.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 573.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 591.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 609.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 627.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 645.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 663.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 681.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 699.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 717.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 735.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 753.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 771.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 789.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 807.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 825.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 843.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 861.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 879.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 897.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 915.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 933.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [455.0, 951.0, 369.0, 18.0], shoonya_0sJZ3SBWCJ0270, 5770095]
[paragraph, [74.0, 144.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 162.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 180.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 198.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 216.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 234.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 252.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 270.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 288.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 306.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 324.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 342.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 360.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 378.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 396.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 414.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 432.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 450.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 468.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 486.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 504.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 522.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 540.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 558.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 576.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 594.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 612.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 630.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 648.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 666.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 684.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 702.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 720.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 738.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 756.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 774.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 792.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 810.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 828.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 846.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 864.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 882.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 900.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 918.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 936.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 954.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 972.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 990.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1008.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1026.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1044.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1062.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1080.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1098.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1116.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1134.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1152.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1170.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1188.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1206.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1224.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1242.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1260.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
[paragraph, [74.0, 1278.0, 379.0, 18.0], 1qmLFT6xby, 5770095]
