[1300, 953]
[chapter-title, [331.0, 74.0, 171.0, 30.0], shoonya_0s3KS5IHJ5WTWK, 5776132]
[paragraph, [88.0, 117.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 135.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 153.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 171.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 189.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 207.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 225.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 243.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 261.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 279.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 297.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 315.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 333.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 351.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 369.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 387.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 405.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 423.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 441.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 459.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 477.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 495.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 513.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 531.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 549.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 567.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 585.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 603.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 621.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 639.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 657.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 675.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 693.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 711.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 729.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 747.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 765.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 783.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 801.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 819.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 837.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 855.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 873.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 891.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 909.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 927.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 945.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 963.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 981.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 999.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 1017.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [88.0, 1035.0, 650.0, 18.0], OADF-yyHt9, 5776132]
[paragraph, [87.0, 1065.0, 650.0, 18.0], 7JTfVmCqku, 5776132]
[paragraph, [87.0, 1083.0, 650.0, 18.0], 7JTfVmCqku, 5776132]
[paragraph, [87.0, 1101.0, 650.0, 18.0], 7JTfVmCqku, 5776132]
