[1806, 1262]
[folio, [728.0, 99.0, 362.0, 36.0], YktAsf5Amm, 5680496]
[paragraph, [93.0, 169.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 205.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 241.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 277.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 313.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 349.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 385.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 421.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 457.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 493.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 529.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 565.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 601.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 637.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 673.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 709.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 745.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 781.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 817.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 853.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 889.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 925.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 961.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 997.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 1033.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 1069.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [93.0, 1105.0, 514.0, 36.0], shoonya_0s2U8U7YK4II9U, 5680496]
[paragraph, [653.0, 171.0, 511.0, 36.0], shoonya_2sEMA8SC1G50UT, 5680496]
[paragraph, [653.0, 207.0, 511.0, 36.0], shoonya_2sEMA8SC1G50UT, 5680496]
[paragraph, [646.0, 258.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 294.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 330.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 366.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 402.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 438.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 474.0, 517.0, 36.0], aTzrffPedM, 5680496]
[paragraph, [646.0, 510.0, 517.0, 36.0], aTzrffPedM, 5680496]
