[1320, 1176]
[chapter-title, [111.0, 204.0, 921.0, 30.0], shoonya_0sTSETY12D7D32, 5694232]
[chapter-title, [111.0, 234.0, 921.0, 30.0], shoonya_0sTSETY12D7D32, 5694232]
[author, [490.0, 283.0, 173.0, 18.0], nLua7HxRL4, 5694232]
[paragraph, [418.0, 324.0, 309.0, 18.0], rcvqqTOPre, 5694232]
[paragraph, [418.0, 342.0, 309.0, 18.0], rcvqqTOPre, 5694232]
[paragraph, [418.0, 360.0, 309.0, 18.0], rcvqqTOPre, 5694232]
[paragraph, [418.0, 378.0, 309.0, 18.0], rcvqqTOPre, 5694232]
[paragraph, [418.0, 396.0, 309.0, 18.0], rcvqqTOPre, 5694232]
[paragraph, [418.0, 414.0, 309.0, 18.0], rcvqqTOPre, 5694232]
[paragraph, [418.0, 432.0, 309.0, 18.0], rcvqqTOPre, 5694232]
[paragraph, [748.0, 330.0, 311.0, 18.0], Us69Z9W0Ff, 5694232]
[paragraph, [748.0, 348.0, 311.0, 18.0], Us69Z9W0Ff, 5694232]
[paragraph, [748.0, 366.0, 311.0, 18.0], Us69Z9W0Ff, 5694232]
[paragraph, [748.0, 384.0, 311.0, 18.0], Us69Z9W0Ff, 5694232]
[paragraph, [82.0, 331.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 349.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 367.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 385.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 403.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 421.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 439.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 457.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 475.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 493.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 511.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 529.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [82.0, 547.0, 311.0, 18.0], paraFyNt0m, 5694232]
[paragraph, [753.0, 415.0, 306.0, 18.0], khryL2pFia, 5694232]
[paragraph, [753.0, 433.0, 306.0, 18.0], khryL2pFia, 5694232]
[paragraph, [753.0, 451.0, 306.0, 18.0], khryL2pFia, 5694232]
[paragraph, [753.0, 469.0, 306.0, 18.0], khryL2pFia, 5694232]
[paragraph, [753.0, 487.0, 306.0, 18.0], khryL2pFia, 5694232]
[paragraph, [418.0, 468.0, 312.0, 18.0], MH7CTIJRg9, 5694232]
[paragraph, [418.0, 486.0, 312.0, 18.0], MH7CTIJRg9, 5694232]
[paragraph, [418.0, 524.0, 311.0, 18.0], G5eDn_UBXW, 5694232]
[paragraph, [418.0, 542.0, 311.0, 18.0], G5eDn_UBXW, 5694232]
[paragraph, [753.0, 527.0, 311.0, 18.0], eyXHnoncWP, 5694232]
[paragraph, [753.0, 545.0, 311.0, 18.0], eyXHnoncWP, 5694232]
[paragraph, [753.0, 563.0, 311.0, 18.0], eyXHnoncWP, 5694232]
[paragraph, [753.0, 581.0, 311.0, 18.0], eyXHnoncWP, 5694232]
[paragraph, [753.0, 599.0, 311.0, 18.0], eyXHnoncWP, 5694232]
[paragraph, [753.0, 617.0, 311.0, 18.0], eyXHnoncWP, 5694232]
[paragraph, [753.0, 635.0, 311.0, 18.0], eyXHnoncWP, 5694232]
[paragraph, [753.0, 653.0, 311.0, 18.0], eyXHnoncWP, 5694232]
[paragraph, [85.0, 581.0, 311.0, 18.0], KgXuXQv_mP, 5694232]
[paragraph, [85.0, 599.0, 311.0, 18.0], KgXuXQv_mP, 5694232]
[paragraph, [419.0, 609.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 627.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 645.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 663.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 681.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 699.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 717.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 735.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 753.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 771.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 789.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 807.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 825.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 843.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 861.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 879.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 897.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 915.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 933.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 951.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 969.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 987.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1005.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1023.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1041.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1059.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1077.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1095.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1113.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1131.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[paragraph, [419.0, 1149.0, 314.0, 18.0], BD7cFST8ns, 5694232]
[answer, [113.0, 660.0, 142.0, 18.0], UzOdJKC1PX, 5694232]
[paragraph, [750.0, 694.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 712.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 730.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
[paragraph, [750.0, 748.0, 315.0, 18.0], Oa4czb1JUU, 5694232]
