[792, 612]
[folio, [264.0, 37.0, 71.0, 18.0], HTFfqlnuH2, 6493079]
[paragraph, [85.0, 80.0, 426.0, 18.0], V8cvXXM6_x, 6493079]
[paragraph, [85.0, 98.0, 426.0, 18.0], V8cvXXM6_x, 6493079]
[paragraph, [85.0, 116.0, 426.0, 18.0], V8cvXXM6_x, 6493079]
[paragraph, [85.0, 134.0, 426.0, 18.0], V8cvXXM6_x, 6493079]
[paragraph, [85.0, 152.0, 426.0, 18.0], V8cvXXM6_x, 6493079]
[paragraph, [84.0, 186.0, 427.0, 18.0], IbBnXMt5nW, 6493079]
[paragraph, [84.0, 204.0, 427.0, 18.0], IbBnXMt5nW, 6493079]
[paragraph, [87.0, 227.0, 423.0, 18.0], dm9PzCJQ4i, 6493079]
[paragraph, [87.0, 245.0, 423.0, 18.0], dm9PzCJQ4i, 6493079]
[paragraph, [94.0, 287.0, 410.0, 18.0], GTge3VmFCt, 6493079]
[paragraph, [94.0, 305.0, 410.0, 18.0], GTge3VmFCt, 6493079]
[paragraph, [94.0, 323.0, 410.0, 18.0], GTge3VmFCt, 6493079]
[paragraph, [130.0, 349.0, 260.0, 18.0], yjE3_Z36ug, 6493079]
[paragraph, [98.0, 368.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 386.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 404.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 422.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 440.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 458.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 476.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 494.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 512.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 530.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 548.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 566.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 584.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 602.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 620.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 638.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 656.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 674.0, 416.0, 18.0], LD9y179D9f, 6493079]
[paragraph, [98.0, 692.0, 416.0, 18.0], LD9y179D9f, 6493079]
