[2086, 1522]
[folio, [117.0, 49.0, 195.0, 36.0], njxwIMhrXK, 5712982]
[figure-caption, [1244.0, 454.0, 112.0, 36.0], nzOrzYGR60, 5712982]
[figure-caption, [138.0, 466.0, 112.0, 36.0], shoonya_4s3OOH2X4JZJHB, 5712982]
[paragraph, [106.0, 492.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 528.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 564.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 600.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 636.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 672.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 708.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 744.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 780.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 816.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 852.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 888.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [106.0, 924.0, 698.0, 36.0], shoonya_10sSGVXCA033QF, 5712982]
[paragraph, [799.0, 495.0, 689.0, 36.0], jAsyFHN2xF, 5712982]
[paragraph, [799.0, 531.0, 689.0, 36.0], jAsyFHN2xF, 5712982]
[paragraph, [799.0, 567.0, 689.0, 36.0], jAsyFHN2xF, 5712982]
[paragraph, [799.0, 603.0, 689.0, 36.0], jAsyFHN2xF, 5712982]
[paragraph, [799.0, 639.0, 689.0, 36.0], jAsyFHN2xF, 5712982]
[paragraph, [793.0, 671.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 707.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 743.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 779.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 815.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 851.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 887.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 923.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 959.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 995.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 1031.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [793.0, 1067.0, 694.0, 36.0], shoonya_2s8789RYBRK8F6, 5712982]
[paragraph, [104.0, 966.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1002.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1038.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1074.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1110.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1146.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1182.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1218.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1254.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1290.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [104.0, 1326.0, 693.0, 36.0], shoonya_1sKHAVVZKV5E8V, 5712982]
[paragraph, [800.0, 1131.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1167.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1203.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1239.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1275.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1311.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1347.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1383.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1419.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [800.0, 1455.0, 692.0, 36.0], shoonya_6s0M8J9495UKWW, 5712982]
[paragraph, [110.0, 1365.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1401.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1437.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1473.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1509.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1545.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1581.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1617.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1653.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1689.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1725.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1761.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1797.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1833.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1869.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1905.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [110.0, 1941.0, 697.0, 36.0], eVlsbHNmZ2, 5712982]
[paragraph, [798.0, 1495.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1531.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1567.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1603.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1639.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1675.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1711.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1747.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1783.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1819.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
[paragraph, [798.0, 1855.0, 699.0, 36.0], hyNw8PWVSf, 5712982]
