[1565, 1152]
[headline, [156.0, 194.0, 448.0, 37.5], iZzI5aCOU2, 5712341]
[headline, [156.0, 231.5, 448.0, 37.5], iZzI5aCOU2, 5712341]
[headline, [156.0, 269.0, 448.0, 37.5], iZzI5aCOU2, 5712341]
[headline, [156.0, 306.5, 448.0, 37.5], iZzI5aCOU2, 5712341]
[headline, [156.0, 344.0, 448.0, 37.5], iZzI5aCOU2, 5712341]
[headline, [156.0, 381.5, 448.0, 37.5], iZzI5aCOU2, 5712341]
[headline, [156.0, 419.0, 448.0, 37.5], iZzI5aCOU2, 5712341]
[headline, [156.0, 456.5, 448.0, 37.5], iZzI5aCOU2, 5712341]
[headline, [156.0, 494.0, 448.0, 37.5], iZzI5aCOU2, 5712341]
[author, [223.0, 559.0, 233.0, 36.0], SmUoXr_U0O, 5712341]
[paragraph, [741.0, 646.0, 291.0, 36.0], shoonya_4sTH1AXEQSCGII, 5712341]
[paragraph, [741.0, 682.0, 291.0, 36.0], shoonya_4sTH1AXEQSCGII, 5712341]
[paragraph, [741.0, 718.0, 291.0, 36.0], shoonya_4sTH1AXEQSCGII, 5712341]
[paragraph, [741.0, 754.0, 291.0, 36.0], shoonya_4sTH1AXEQSCGII, 5712341]
[paragraph, [741.0, 790.0, 291.0, 36.0], shoonya_4sTH1AXEQSCGII, 5712341]
[paragraph, [741.0, 826.0, 291.0, 36.0], shoonya_4sTH1AXEQSCGII, 5712341]
[paragraph, [741.0, 862.0, 291.0, 36.0], shoonya_4sTH1AXEQSCGII, 5712341]
[paragraph, [419.0, 648.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 684.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 720.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 756.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 792.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 828.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 864.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 900.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 936.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 972.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 1008.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 1044.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 1080.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 1116.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 1152.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 1188.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [419.0, 1224.0, 304.0, 36.0], shoonya_2s7WAOTTS04MP8, 5712341]
[paragraph, [115.0, 650.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 686.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 722.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 758.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 794.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 830.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 866.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 902.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 938.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 974.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 1010.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 1046.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 1082.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 1118.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 1154.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 1190.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 1226.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [115.0, 1262.0, 294.0, 36.0], shoonya_1sE3RTRMSYWBGU, 5712341]
[paragraph, [744.0, 914.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 950.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 986.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1022.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1058.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1094.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1130.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1166.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1202.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1238.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1274.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1310.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1346.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [744.0, 1382.0, 294.0, 36.0], shoonya_0sKJM36JV4VWDX, 5712341]
[paragraph, [424.0, 1280.0, 287.0, 36.0], shoonya_3s5DVC675EHKRL, 5712341]
[paragraph, [424.0, 1316.0, 287.0, 36.0], shoonya_3s5DVC675EHKRL, 5712341]
[paragraph, [424.0, 1352.0, 287.0, 36.0], shoonya_3s5DVC675EHKRL, 5712341]
[paragraph, [424.0, 1388.0, 287.0, 36.0], shoonya_3s5DVC675EHKRL, 5712341]
[paragraph, [116.0, 1328.0, 300.0, 36.0], MCLAMr_xCF, 5712341]
[paragraph, [116.0, 1364.0, 300.0, 36.0], MCLAMr_xCF, 5712341]
