[2334, 1650]
[paragraph, [238.0, 166.0, 350.0, 36.0], shoonya_4sLOUU5G256Z38, 5652799]
[paragraph, [191.0, 220.0, 1174.0, 36.0], shoonya_1sZH863R51GWTP, 5652799]
[paragraph, [191.0, 256.0, 1174.0, 36.0], shoonya_1sZH863R51GWTP, 5652799]
[paragraph, [191.0, 292.0, 1174.0, 36.0], shoonya_1sZH863R51GWTP, 5652799]
[paragraph, [191.0, 328.0, 1174.0, 36.0], shoonya_1sZH863R51GWTP, 5652799]
[paragraph, [191.0, 364.0, 1174.0, 36.0], shoonya_1sZH863R51GWTP, 5652799]
[paragraph, [191.0, 400.0, 1174.0, 36.0], shoonya_1sZH863R51GWTP, 5652799]
[paragraph, [191.0, 436.0, 1174.0, 36.0], shoonya_1sZH863R51GWTP, 5652799]
[paragraph, [166.0, 495.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 531.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 567.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 603.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 639.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 675.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 711.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 747.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 783.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 819.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 855.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 891.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [166.0, 927.0, 1212.0, 36.0], shoonya_0s8G9V01KV4W6R, 5652799]
[paragraph, [196.0, 997.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1033.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1069.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1105.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1141.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1177.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1213.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1249.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1285.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1321.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1357.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1393.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [196.0, 1429.0, 1159.0, 36.0], shoonya_2s2MLJZVP9OBTE, 5652799]
[paragraph, [182.0, 1483.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1519.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1555.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1591.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1627.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1663.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1699.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1735.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1771.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1807.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1843.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1879.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1915.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1951.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[paragraph, [182.0, 1987.0, 1178.0, 36.0], shoonya_3sUJRCJMC7G6I2, 5652799]
[folio, [1148.0, 2096.0, 136.0, 36.0], wk2_F2hSUz, 5652799]
