[2339, 1656]
[section-title, [675.0, 276.0, 270.0, 52.5], shoonya_7sEQMWC7WA5V8R, 5657036]
[paragraph, [70.0, 356.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 392.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 428.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 464.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 500.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 536.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 572.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 608.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 644.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 680.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 716.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 752.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 788.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 824.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 860.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 896.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 932.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [70.0, 968.0, 1385.0, 36.0], shoonya_1sRYUNCOF66W97, 5657036]
[paragraph, [160.0, 1024.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1060.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1096.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1132.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1168.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1204.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1240.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1276.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1312.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1348.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1384.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1420.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1456.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1492.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1528.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1564.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1600.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [160.0, 1636.0, 1374.0, 36.0], shoonya_0s30N805QJ84PJ, 5657036]
[paragraph, [153.0, 1701.0, 1323.0, 36.0], shoonya_2s6TD70K83DDW5, 5657036]
[paragraph, [153.0, 1737.0, 1323.0, 36.0], shoonya_2s6TD70K83DDW5, 5657036]
[paragraph, [153.0, 1773.0, 1323.0, 36.0], shoonya_2s6TD70K83DDW5, 5657036]
[paragraph, [153.0, 1809.0, 1323.0, 36.0], shoonya_2s6TD70K83DDW5, 5657036]
[author, [1255.0, 1918.0, 143.0, 36.0], shoonya_5sB5QGF8AQGME0, 5657036]
[contact-info, [1192.0, 1962.0, 209.0, 36.0], shoonya_6s26VHS3DCZ6KV, 5657036]
