[792, 612]
[website-link, [237.0, 20.0, 137.0, 18.0], 7rk8ttieHE, 5749568]
[folio, [483.0, 61.0, 63.0, 18.0], YwGSuJYiJ7, 5749568]
[paragraph, [320.0, 104.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 122.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 140.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 158.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 176.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 194.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 212.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 230.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 248.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 266.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 284.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 302.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 320.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [320.0, 338.0, 238.0, 18.0], shoonya_0sGQYFDCZX6UEK, 5749568]
[paragraph, [317.0, 369.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 387.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 405.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 423.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 441.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 459.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 477.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 495.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 513.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 531.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 549.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 567.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 585.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 603.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 621.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 639.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 657.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[paragraph, [317.0, 675.0, 239.0, 18.0], shoonya_1sREESWJKXG94Z, 5749568]
[website-link, [237.0, 751.0, 137.0, 18.0], h4Ufw85q9k, 5749568]
