[1388, 886]
[folio, [418.0, 51.0, 84.0, 18.0], KfwkkPiIu0, 5742882]
[paragraph, [446.0, 97.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 115.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 133.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 151.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 169.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 187.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 205.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 223.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 241.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 259.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 277.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 295.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 313.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 331.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 349.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 367.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 385.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 403.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 421.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 439.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 457.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 475.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [446.0, 493.0, 400.0, 18.0], ZWXsdTOxFA, 5742882]
[paragraph, [32.0, 106.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 124.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 142.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 160.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 178.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 196.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 214.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 232.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 250.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 268.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 286.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 304.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 322.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 340.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 358.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 376.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 394.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 412.0, 407.0, 18.0], _Q7COJafZS, 5742882]
[paragraph, [32.0, 430.0, 407.0, 18.0], _Q7COJafZS, 5742882]
