[1230, 750]
[folio, [119.0, 38.0, 260.0, 18.0], YSpuBGaXIZ, 6470050]
[paragraph, [118.0, 87.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 105.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 123.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 141.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 159.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 177.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 195.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 213.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 231.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 249.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 267.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 285.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 303.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 321.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 339.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 357.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 375.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 393.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 411.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 429.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 447.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 465.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 483.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 501.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 519.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 537.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 555.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 573.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 591.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 609.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 627.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 645.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 663.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
[paragraph, [118.0, 681.0, 605.0, 18.0], shoonya_0s2TQUDABBNCYM, 6470050]
