[1754, 1241]
[ordered-list, [180.0, 99.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 135.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 171.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 207.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 243.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 279.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 315.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 351.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 387.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 423.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 459.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 495.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 531.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [180.0, 567.0, 918.0, 36.0], shoonya_1s7VEH1V6QQMY7, 5706742]
[ordered-list, [136.0, 680.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 716.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 752.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 788.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 824.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 860.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 896.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 932.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 968.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1004.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1040.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1076.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1112.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1148.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1184.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1220.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1256.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1292.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1328.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1364.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1400.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1436.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1472.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1508.0, 967.0, 36.0], ugQufcACG9, 5706742]
[ordered-list, [136.0, 1544.0, 967.0, 36.0], ugQufcACG9, 5706742]
[sub-ordered-list, [180.0, 743.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 779.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 815.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 851.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 887.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 923.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 959.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 995.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1031.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1067.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1103.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1139.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1175.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1211.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1247.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1283.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1319.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1355.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1391.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1427.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1463.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1499.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
[sub-ordered-list, [180.0, 1535.0, 923.0, 36.0], shoonya_0sLCSS9PL7AIGK, 5706742]
