[567, 454]
[chapter-title, [252.0, 127.0, 164.0, 30.0], shoonya_3sBYCIUQY34Z8S, 6460148]
[paragraph, [33.0, 185.0, 191.0, 18.0], shoonya_4sPXOBYLKKN05X, 6460148]
[paragraph, [33.0, 203.0, 191.0, 18.0], shoonya_4sPXOBYLKKN05X, 6460148]
[paragraph, [33.0, 221.0, 191.0, 18.0], shoonya_4sPXOBYLKKN05X, 6460148]
[paragraph, [33.0, 239.0, 191.0, 18.0], shoonya_4sPXOBYLKKN05X, 6460148]
[paragraph, [33.0, 257.0, 191.0, 18.0], shoonya_4sPXOBYLKKN05X, 6460148]
[paragraph, [33.0, 275.0, 191.0, 18.0], shoonya_4sPXOBYLKKN05X, 6460148]
[paragraph, [33.0, 293.0, 191.0, 18.0], shoonya_4sPXOBYLKKN05X, 6460148]
[paragraph, [33.0, 311.0, 191.0, 18.0], shoonya_4sPXOBYLKKN05X, 6460148]
[paragraph, [225.0, 185.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 203.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 221.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 239.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 257.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 275.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 293.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 311.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 329.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 347.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 365.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 383.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 401.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 419.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 437.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 455.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [225.0, 473.0, 194.0, 18.0], shoonya_1sF5RRF06QFBCD, 6460148]
[paragraph, [35.0, 334.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[paragraph, [35.0, 352.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[paragraph, [35.0, 370.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[paragraph, [35.0, 388.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[paragraph, [35.0, 406.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[paragraph, [35.0, 424.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[paragraph, [35.0, 442.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[paragraph, [35.0, 460.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[paragraph, [35.0, 478.0, 192.0, 18.0], shoonya_2sSDDW4P9BP6FC, 6460148]
[footnote, [199.0, 506.0, 59.0, 18.0], bSmKhdRoV-, 6460148]
