[2200, 1700]
[paragraph, [319.0, 77.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 113.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 149.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 185.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 221.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 257.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 293.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 329.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 365.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 401.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 437.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 473.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 509.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 545.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 581.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [319.0, 617.0, 1106.0, 36.0], shoonya_1s0AK6Y5KGNZCZ, 5731255]
[paragraph, [305.0, 656.0, 1110.0, 36.0], shoonya_4sF01DFJMODF11, 5731255]
[paragraph, [305.0, 692.0, 1110.0, 36.0], shoonya_4sF01DFJMODF11, 5731255]
[paragraph, [305.0, 728.0, 1110.0, 36.0], shoonya_4sF01DFJMODF11, 5731255]
[paragraph, [305.0, 764.0, 1110.0, 36.0], shoonya_4sF01DFJMODF11, 5731255]
[paragraph, [305.0, 800.0, 1110.0, 36.0], shoonya_4sF01DFJMODF11, 5731255]
[paragraph, [305.0, 836.0, 1110.0, 36.0], shoonya_4sF01DFJMODF11, 5731255]
[paragraph, [305.0, 872.0, 1110.0, 36.0], shoonya_4sF01DFJMODF11, 5731255]
[paragraph, [291.0, 937.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 973.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1009.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1045.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1081.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1117.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1153.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1189.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1225.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1261.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1297.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1333.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1369.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1405.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1441.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1477.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1513.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[paragraph, [291.0, 1549.0, 1119.0, 36.0], shoonya_0s7VT024ZLN5T8, 5731255]
[section-title, [317.0, 1632.0, 774.0, 52.5], shoonya_2sJ1H9IPXRNJLI, 5731255]
[paragraph, [309.0, 1711.0, 1088.0, 36.0], shoonya_3sSXTPGOF3O5P5, 5731255]
[paragraph, [309.0, 1747.0, 1088.0, 36.0], shoonya_3sSXTPGOF3O5P5, 5731255]
[paragraph, [309.0, 1783.0, 1088.0, 36.0], shoonya_3sSXTPGOF3O5P5, 5731255]
[paragraph, [309.0, 1819.0, 1088.0, 36.0], shoonya_3sSXTPGOF3O5P5, 5731255]
[paragraph, [309.0, 1855.0, 1088.0, 36.0], shoonya_3sSXTPGOF3O5P5, 5731255]
[paragraph, [309.0, 1891.0, 1088.0, 36.0], shoonya_3sSXTPGOF3O5P5, 5731255]
[folio, [420.0, 2025.0, 373.0, 36.0], RgEjMtkbDx, 5731255]
