[868, 612]
[folio, [251.0, 31.0, 82.0, 18.0], shoonya_1s9JC226JJBJFW, 6459772]
[paragraph, [48.0, 74.0, 477.0, 18.0], shoonya_0sKTE7YZ75EZ0T, 6459772]
[paragraph, [48.0, 92.0, 477.0, 18.0], shoonya_0sKTE7YZ75EZ0T, 6459772]
[paragraph, [48.0, 110.0, 477.0, 18.0], shoonya_0sKTE7YZ75EZ0T, 6459772]
[paragraph, [48.0, 128.0, 477.0, 18.0], shoonya_0sKTE7YZ75EZ0T, 6459772]
[paragraph, [48.0, 146.0, 477.0, 18.0], shoonya_0sKTE7YZ75EZ0T, 6459772]
[paragraph, [48.0, 164.0, 477.0, 18.0], shoonya_0sKTE7YZ75EZ0T, 6459772]
[paragraph, [48.0, 182.0, 477.0, 18.0], shoonya_0sKTE7YZ75EZ0T, 6459772]
[paragraph, [51.0, 216.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 234.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 252.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 270.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 288.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 306.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 324.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 342.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 360.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 378.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 396.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 414.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 432.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 450.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 468.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 486.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 504.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 522.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 540.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 558.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 576.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 594.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 612.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 630.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 648.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 666.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 684.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 702.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 720.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 738.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 756.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 774.0, 481.0, 18.0], 61jXQxn145, 6459772]
[paragraph, [51.0, 792.0, 481.0, 18.0], 61jXQxn145, 6459772]
