[1087, 689]
[section-title, [352.0, 125.0, 271.0, 30.0], shoonya_3sJD735D19HKDG, 5759850]
[section-title, [352.0, 155.0, 271.0, 30.0], shoonya_3sJD735D19HKDG, 5759850]
[paragraph, [67.0, 236.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 254.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 272.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 290.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 308.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 326.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 344.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 362.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 380.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 398.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 416.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 434.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 452.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 470.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 488.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 506.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 524.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 542.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 560.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 578.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 596.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 614.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 632.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 650.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 668.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 686.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 704.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 722.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 740.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [67.0, 758.0, 560.0, 18.0], shoonya_0s0YKRXJQBT5V8, 5759850]
[paragraph, [70.0, 790.0, 560.0, 18.0], shoonya_2sERXRG59CQPUE, 5759850]
[paragraph, [70.0, 808.0, 560.0, 18.0], shoonya_2sERXRG59CQPUE, 5759850]
[paragraph, [70.0, 826.0, 560.0, 18.0], shoonya_2sERXRG59CQPUE, 5759850]
[paragraph, [70.0, 844.0, 560.0, 18.0], shoonya_2sERXRG59CQPUE, 5759850]
[paragraph, [70.0, 862.0, 560.0, 18.0], shoonya_2sERXRG59CQPUE, 5759850]
[paragraph, [70.0, 880.0, 560.0, 18.0], shoonya_2sERXRG59CQPUE, 5759850]
[paragraph, [70.0, 898.0, 560.0, 18.0], shoonya_2sERXRG59CQPUE, 5759850]
