[1755, 1240]
[paragraph, [179.0, 188.0, 881.0, 36.0], shoonya_0sX65TP1T9G7AT, 5704329]
[paragraph, [179.0, 224.0, 881.0, 36.0], shoonya_0sX65TP1T9G7AT, 5704329]
[paragraph, [179.0, 260.0, 881.0, 36.0], shoonya_0sX65TP1T9G7AT, 5704329]
[paragraph, [179.0, 296.0, 881.0, 36.0], shoonya_0sX65TP1T9G7AT, 5704329]
[paragraph, [181.0, 372.0, 879.0, 36.0], shoonya_4sUCCC3SVDM31N, 5704329]
[paragraph, [181.0, 408.0, 879.0, 36.0], shoonya_4sUCCC3SVDM31N, 5704329]
[paragraph, [181.0, 444.0, 879.0, 36.0], shoonya_4sUCCC3SVDM31N, 5704329]
[paragraph, [181.0, 480.0, 879.0, 36.0], shoonya_4sUCCC3SVDM31N, 5704329]
[paragraph, [181.0, 556.0, 877.0, 36.0], shoonya_3s6663I9YH7PQ1, 5704329]
[paragraph, [181.0, 592.0, 877.0, 36.0], shoonya_3s6663I9YH7PQ1, 5704329]
[paragraph, [178.0, 675.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 711.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 747.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 783.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 819.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 855.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 891.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 927.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 963.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 999.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 1035.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 1071.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 1107.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 1143.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 1179.0, 878.0, 36.0], shoonya_1sQBTX2M8SLB9F, 5704329]
[paragraph, [178.0, 1258.0, 884.0, 36.0], shoonya_2sV5YF1F282Z4F, 5704329]
[paragraph, [178.0, 1294.0, 884.0, 36.0], shoonya_2sV5YF1F282Z4F, 5704329]
[paragraph, [178.0, 1330.0, 884.0, 36.0], shoonya_2sV5YF1F282Z4F, 5704329]
[paragraph, [178.0, 1366.0, 884.0, 36.0], shoonya_2sV5YF1F282Z4F, 5704329]
[paragraph, [178.0, 1402.0, 884.0, 36.0], shoonya_2sV5YF1F282Z4F, 5704329]
[paragraph, [178.0, 1438.0, 884.0, 36.0], shoonya_2sV5YF1F282Z4F, 5704329]
[paragraph, [178.0, 1474.0, 884.0, 36.0], shoonya_2sV5YF1F282Z4F, 5704329]
