[515, 727]
[paragraph, [155.0, 47.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 65.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 83.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 101.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 119.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 137.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 155.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 173.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 191.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 209.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 227.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [155.0, 245.0, 265.0, 18.0], shoonya_0sXPZBANEWCZG7, 6534224]
[paragraph, [422.0, 58.0, 279.0, 18.0], Ex7bnVsAt2, 6534224]
[paragraph, [422.0, 76.0, 279.0, 18.0], Ex7bnVsAt2, 6534224]
[paragraph, [422.0, 94.0, 279.0, 18.0], Ex7bnVsAt2, 6534224]
[paragraph, [422.0, 112.0, 279.0, 18.0], Ex7bnVsAt2, 6534224]
[paragraph, [422.0, 130.0, 279.0, 18.0], Ex7bnVsAt2, 6534224]
[paragraph, [422.0, 148.0, 279.0, 18.0], Ex7bnVsAt2, 6534224]
[paragraph, [422.0, 166.0, 279.0, 18.0], Ex7bnVsAt2, 6534224]
[paragraph, [428.0, 224.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 242.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 260.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 278.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 296.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 314.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 332.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 350.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 368.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 386.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 404.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [428.0, 422.0, 273.0, 18.0], rNfDR_jiUZ, 6534224]
[paragraph, [150.0, 266.0, 270.0, 18.0], _fNbhFgjW2, 6534224]
[paragraph, [150.0, 284.0, 270.0, 18.0], _fNbhFgjW2, 6534224]
[paragraph, [150.0, 302.0, 270.0, 18.0], _fNbhFgjW2, 6534224]
[paragraph, [150.0, 320.0, 270.0, 18.0], _fNbhFgjW2, 6534224]
[paragraph, [150.0, 338.0, 270.0, 18.0], _fNbhFgjW2, 6534224]
[paragraph, [150.0, 356.0, 270.0, 18.0], _fNbhFgjW2, 6534224]
[paragraph, [150.0, 374.0, 270.0, 18.0], _fNbhFgjW2, 6534224]
[paragraph, [150.0, 392.0, 270.0, 18.0], _fNbhFgjW2, 6534224]
[paragraph, [168.0, 414.0, 245.0, 18.0], UlIiFDAAqW, 6534224]
[folio, [371.0, 439.0, 44.0, 18.0], EX2gtre0aN, 6534224]
[folio, [423.0, 450.0, 50.0, 18.0], bGb4YNkUaW, 6534224]
