[1987, 1270]
[folio, [578.0, 111.0, 116.0, 36.0], shoonya_0sGEPCBX3F9PYB, 5682550]
[paragraph, [128.0, 186.0, 1011.0, 36.0], shoonya_3sXB9PU9K7CD52, 5682550]
[paragraph, [128.0, 222.0, 1011.0, 36.0], shoonya_3sXB9PU9K7CD52, 5682550]
[paragraph, [128.0, 258.0, 1011.0, 36.0], shoonya_3sXB9PU9K7CD52, 5682550]
[paragraph, [128.0, 294.0, 1011.0, 36.0], shoonya_3sXB9PU9K7CD52, 5682550]
[paragraph, [129.0, 350.0, 1007.0, 36.0], shoonya_4sQ742RSY629BZ, 5682550]
[paragraph, [129.0, 386.0, 1007.0, 36.0], shoonya_4sQ742RSY629BZ, 5682550]
[paragraph, [129.0, 422.0, 1007.0, 36.0], shoonya_4sQ742RSY629BZ, 5682550]
[paragraph, [129.0, 458.0, 1007.0, 36.0], shoonya_4sQ742RSY629BZ, 5682550]
[paragraph, [129.0, 494.0, 1007.0, 36.0], shoonya_4sQ742RSY629BZ, 5682550]
[paragraph, [129.0, 530.0, 1007.0, 36.0], shoonya_4sQ742RSY629BZ, 5682550]
[paragraph, [129.0, 566.0, 1007.0, 36.0], shoonya_4sQ742RSY629BZ, 5682550]
[paragraph, [130.0, 611.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 647.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 683.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 719.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 755.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 791.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 827.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 863.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 899.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 935.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 971.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1007.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1043.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1079.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1115.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1151.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1187.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1223.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1259.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1295.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1331.0, 1011.0, 36.0], shoonya_5sRQIYW2VXUHSC, 5682550]
[paragraph, [130.0, 1394.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1430.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1466.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1502.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1538.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1574.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1610.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1646.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1682.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1718.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1754.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1790.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
[paragraph, [130.0, 1826.0, 1012.0, 36.0], DL02_e5dwP, 5682550]
