[2084, 1289]
[section-title, [510.0, 276.0, 270.0, 52.5], MTrUH-chv9, 5660403]
[paragraph, [127.0, 1366.0, 1030.0, 36.0], shoonya_4sQOKQ5UD3ZVR0, 5660403]
[paragraph, [127.0, 1402.0, 1030.0, 36.0], shoonya_4sQOKQ5UD3ZVR0, 5660403]
[paragraph, [127.0, 1438.0, 1030.0, 36.0], shoonya_4sQOKQ5UD3ZVR0, 5660403]
[paragraph, [127.0, 1474.0, 1030.0, 36.0], shoonya_4sQOKQ5UD3ZVR0, 5660403]
[paragraph, [127.0, 1510.0, 1030.0, 36.0], shoonya_4sQOKQ5UD3ZVR0, 5660403]
[paragraph, [127.0, 1546.0, 1030.0, 36.0], shoonya_4sQOKQ5UD3ZVR0, 5660403]
[paragraph, [127.0, 1582.0, 1030.0, 36.0], shoonya_4sQOKQ5UD3ZVR0, 5660403]
[paragraph, [127.0, 1618.0, 1030.0, 36.0], shoonya_4sQOKQ5UD3ZVR0, 5660403]
[paragraph, [130.0, 1680.0, 1031.0, 36.0], shoonya_1sVURT2IDUZY11, 5660403]
[paragraph, [130.0, 1716.0, 1031.0, 36.0], shoonya_1sVURT2IDUZY11, 5660403]
[paragraph, [130.0, 1752.0, 1031.0, 36.0], shoonya_1sVURT2IDUZY11, 5660403]
[paragraph, [130.0, 1788.0, 1031.0, 36.0], shoonya_1sVURT2IDUZY11, 5660403]
[paragraph, [130.0, 1824.0, 1031.0, 36.0], shoonya_1sVURT2IDUZY11, 5660403]
[folio, [632.0, 1938.0, 655.0, 36.0], shoonya_3s7K09YIJLO6S2, 5660403]
[folio, [632.0, 1974.0, 655.0, 36.0], shoonya_3s7K09YIJLO6S2, 5660403]
