[1447, 1063]
[folio, [431.0, 56.0, 195.0, 18.0], AqzMkNVeth, 5762797]
[section-title, [139.0, 93.0, 794.0, 30.0], epLngUwQuY, 5762797]
[unordered-list, [533.0, 171.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 189.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 207.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 225.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 243.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 261.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 279.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 297.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 315.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 333.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 351.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 369.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 387.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 405.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 423.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 441.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 459.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 477.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 495.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 513.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 531.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 549.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 567.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 585.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 603.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 621.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 639.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 657.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 675.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 693.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 711.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 729.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 747.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 765.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 783.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [533.0, 801.0, 440.0, 18.0], Z10pAlBP68, 5762797]
[unordered-list, [90.0, 178.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 196.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 214.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 232.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 250.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 268.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 286.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 304.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 322.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 340.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 358.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 376.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 394.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 412.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 430.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 448.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 466.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 484.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 502.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 520.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 538.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 556.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 574.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 592.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 610.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 628.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 646.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 664.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 682.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 700.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 718.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 736.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 754.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 772.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 790.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 808.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
[unordered-list, [90.0, 826.0, 437.0, 18.0], TN4Q5tnUvE, 5762797]
