[1650, 1275]
[headline, [210.0, 93.0, 846.0, 37.5], _jdfFvbqus, 6472086]
[paragraph, [125.0, 366.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [125.0, 402.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [125.0, 438.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [125.0, 474.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [125.0, 510.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [125.0, 546.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [125.0, 582.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [125.0, 618.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [125.0, 654.0, 345.0, 36.0], c6D1auUhSc, 6472086]
[paragraph, [472.0, 375.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[paragraph, [472.0, 411.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[paragraph, [472.0, 447.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[paragraph, [472.0, 483.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[paragraph, [472.0, 519.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[paragraph, [472.0, 555.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[paragraph, [472.0, 591.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[paragraph, [472.0, 627.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[paragraph, [472.0, 663.0, 334.0, 36.0], p8n-UcXql4, 6472086]
[unordered-list, [814.0, 375.0, 332.0, 36.0], p3s073AY1W, 6472086]
[unordered-list, [814.0, 411.0, 332.0, 36.0], p3s073AY1W, 6472086]
[unordered-list, [814.0, 447.0, 332.0, 36.0], p3s073AY1W, 6472086]
[unordered-list, [814.0, 483.0, 332.0, 36.0], p3s073AY1W, 6472086]
[unordered-list, [814.0, 519.0, 332.0, 36.0], p3s073AY1W, 6472086]
[unordered-list, [814.0, 555.0, 332.0, 36.0], p3s073AY1W, 6472086]
[unordered-list, [814.0, 591.0, 332.0, 36.0], p3s073AY1W, 6472086]
[unordered-list, [814.0, 627.0, 332.0, 36.0], p3s073AY1W, 6472086]
[paragraph, [816.0, 680.0, 324.0, 36.0], LEyc_YSg8B, 6472086]
[paragraph, [816.0, 716.0, 324.0, 36.0], LEyc_YSg8B, 6472086]
[paragraph, [816.0, 752.0, 324.0, 36.0], LEyc_YSg8B, 6472086]
[paragraph, [128.0, 713.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 749.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 785.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 821.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 857.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 893.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 929.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 965.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 1001.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 1037.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 1073.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 1109.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[paragraph, [128.0, 1145.0, 339.0, 36.0], HBqOqdVux9, 6472086]
[unordered-list, [472.0, 745.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 781.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 817.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 853.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 889.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 925.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 961.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 997.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1033.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1069.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1105.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1141.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1177.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1213.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1249.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1285.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1321.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1357.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1393.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1429.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[unordered-list, [472.0, 1465.0, 329.0, 36.0], hz-FIqrI6D, 6472086]
[paragraph, [811.0, 795.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 831.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 867.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 903.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
[paragraph, [811.0, 939.0, 335.0, 36.0], shoonya_0sPWR4NH6OI3KX, 6472086]
