[758, 463]
[chapter-title, [147.0, 193.0, 160.0, 30.0], shoonya_2sSWS2ZCKNMDLP, 6533333]
[paragraph, [22.0, 254.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 272.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 290.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 308.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 326.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 344.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 362.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 380.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 398.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 416.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [22.0, 434.0, 404.0, 18.0], shoonya_1sJM8VWX9PW01F, 6533333]
[paragraph, [20.0, 452.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 470.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 488.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 506.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 524.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 542.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 560.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 578.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 596.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 614.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 632.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
[paragraph, [20.0, 650.0, 407.0, 18.0], shoonya_0sPV0WXQ93HX2U, 6533333]
