[1650, 1275]
[headline, [119.0, 409.0, 632.0, 37.5], shoonya_6sLAD04ALJST36, 6473932]
[headline, [119.0, 446.5, 632.0, 37.5], shoonya_6sLAD04ALJST36, 6473932]
[headline, [119.0, 484.0, 632.0, 37.5], shoonya_6sLAD04ALJST36, 6473932]
[headline, [119.0, 521.5, 632.0, 37.5], shoonya_6sLAD04ALJST36, 6473932]
[headline, [119.0, 559.0, 632.0, 37.5], shoonya_6sLAD04ALJST36, 6473932]
[headline, [119.0, 596.5, 632.0, 37.5], shoonya_6sLAD04ALJST36, 6473932]
[paragraph, [487.0, 727.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 763.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 799.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 835.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 871.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 907.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 943.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 979.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 1015.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 1051.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 1087.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [487.0, 1123.0, 350.0, 36.0], IPLDTYNc7G, 6473932]
[paragraph, [845.0, 727.0, 350.0, 36.0], LPiv8zOf99, 6473932]
[paragraph, [845.0, 763.0, 350.0, 36.0], LPiv8zOf99, 6473932]
[paragraph, [845.0, 799.0, 350.0, 36.0], LPiv8zOf99, 6473932]
[paragraph, [845.0, 835.0, 350.0, 36.0], LPiv8zOf99, 6473932]
[paragraph, [845.0, 871.0, 350.0, 36.0], LPiv8zOf99, 6473932]
[paragraph, [845.0, 907.0, 350.0, 36.0], LPiv8zOf99, 6473932]
[paragraph, [116.0, 728.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 764.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 800.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 836.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 872.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 908.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 944.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 980.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 1016.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 1052.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 1088.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 1124.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 1160.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 1196.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 1232.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [116.0, 1268.0, 357.0, 36.0], shoonya_0sANE00T7EXHF3, 6473932]
[paragraph, [849.0, 993.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1029.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1065.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1101.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1137.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1173.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1209.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1245.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1281.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1317.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1353.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1389.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [849.0, 1425.0, 356.0, 36.0], aqQhv0gCBt, 6473932]
[paragraph, [488.0, 1192.0, 350.0, 36.0], r2V_LJukHA, 6473932]
[paragraph, [488.0, 1228.0, 350.0, 36.0], r2V_LJukHA, 6473932]
[paragraph, [488.0, 1264.0, 350.0, 36.0], r2V_LJukHA, 6473932]
[paragraph, [488.0, 1300.0, 350.0, 36.0], r2V_LJukHA, 6473932]
[paragraph, [488.0, 1336.0, 350.0, 36.0], r2V_LJukHA, 6473932]
[paragraph, [488.0, 1372.0, 350.0, 36.0], r2V_LJukHA, 6473932]
[paragraph, [488.0, 1408.0, 350.0, 36.0], r2V_LJukHA, 6473932]
[paragraph, [488.0, 1444.0, 350.0, 36.0], r2V_LJukHA, 6473932]
[paragraph, [114.0, 1363.0, 362.0, 36.0], VfWIm5680S, 6473932]
[paragraph, [114.0, 1399.0, 362.0, 36.0], VfWIm5680S, 6473932]
[paragraph, [114.0, 1435.0, 362.0, 36.0], VfWIm5680S, 6473932]
