[842, 596]
[unordered-list, [49.0, 38.0, 508.0, 18.0], shoonya_1sQ9C9GV368G44, 5744791]
[unordered-list, [49.0, 56.0, 508.0, 18.0], shoonya_1sQ9C9GV368G44, 5744791]
[unordered-list, [49.0, 74.0, 508.0, 18.0], shoonya_1sQ9C9GV368G44, 5744791]
[unordered-list, [49.0, 92.0, 508.0, 18.0], shoonya_1sQ9C9GV368G44, 5744791]
[unordered-list, [49.0, 110.0, 508.0, 18.0], shoonya_1sQ9C9GV368G44, 5744791]
[unordered-list, [49.0, 128.0, 508.0, 18.0], shoonya_1sQ9C9GV368G44, 5744791]
[unordered-list, [49.0, 146.0, 508.0, 18.0], shoonya_1sQ9C9GV368G44, 5744791]
[section-title, [220.0, 211.0, 163.0, 30.0], 1kP2zasL4u, 5744791]
[section-title, [220.0, 241.0, 163.0, 30.0], 1kP2zasL4u, 5744791]
[unordered-list, [46.0, 280.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 298.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 316.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 334.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 352.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 370.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 388.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 406.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 424.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 442.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 460.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 478.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 496.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 514.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 532.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 550.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 568.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 586.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 604.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 622.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 640.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 658.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 676.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 694.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 712.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 730.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[unordered-list, [46.0, 748.0, 506.0, 18.0], shoonya_0s8Z2CVCEV0E04, 5744791]
[paragraph, [496.0, 809.0, 50.0, 18.0], shoonya_2sNOO9CHMOPOJL, 5744791]
