[5478, 3644]
[folio, [314.0, 442.0, 807.0, 52.5], UUxthabnSL, 5710094]
[folio, [314.0, 494.5, 807.0, 52.5], UUxthabnSL, 5710094]
[folio, [314.0, 547.0, 807.0, 52.5], UUxthabnSL, 5710094]
[paragraph, [305.0, 660.0, 2552.0, 52.5], shoonya_0sA0O16HR69EKO, 5710094]
[paragraph, [305.0, 712.5, 2552.0, 52.5], shoonya_0sA0O16HR69EKO, 5710094]
[paragraph, [305.0, 765.0, 2552.0, 52.5], shoonya_0sA0O16HR69EKO, 5710094]
[paragraph, [305.0, 817.5, 2552.0, 52.5], shoonya_0sA0O16HR69EKO, 5710094]
[paragraph, [305.0, 870.0, 2552.0, 52.5], shoonya_0sA0O16HR69EKO, 5710094]
[paragraph, [305.0, 922.5, 2552.0, 52.5], shoonya_0sA0O16HR69EKO, 5710094]
[paragraph, [305.0, 975.0, 2552.0, 52.5], shoonya_0sA0O16HR69EKO, 5710094]
[paragraph, [305.0, 1027.5, 2552.0, 52.5], shoonya_0sA0O16HR69EKO, 5710094]
[paragraph, [301.0, 1085.0, 2567.0, 52.5], QT5tDcnJVr, 5710094]
[paragraph, [301.0, 1137.5, 2567.0, 52.5], QT5tDcnJVr, 5710094]
[paragraph, [301.0, 1190.0, 2567.0, 52.5], QT5tDcnJVr, 5710094]
[paragraph, [301.0, 1242.5, 2567.0, 52.5], QT5tDcnJVr, 5710094]
[paragraph, [301.0, 1295.0, 2567.0, 52.5], QT5tDcnJVr, 5710094]
[paragraph, [301.0, 1347.5, 2567.0, 52.5], QT5tDcnJVr, 5710094]
[paragraph, [301.0, 1400.0, 2567.0, 52.5], QT5tDcnJVr, 5710094]
[paragraph, [314.0, 1464.0, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1516.5, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1569.0, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1621.5, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1674.0, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1726.5, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1779.0, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1831.5, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1884.0, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [314.0, 1936.5, 2549.0, 52.5], ktcb2vroIu, 5710094]
[paragraph, [296.0, 2111.0, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2163.5, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2216.0, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2268.5, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2321.0, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2373.5, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2426.0, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2478.5, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2531.0, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2583.5, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2636.0, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [296.0, 2688.5, 2558.0, 52.5], zu5g-q8mlM, 5710094]
[paragraph, [319.0, 2773.0, 2535.0, 52.5], 6xerVmPvZD, 5710094]
[paragraph, [319.0, 2825.5, 2535.0, 52.5], 6xerVmPvZD, 5710094]
[paragraph, [319.0, 2878.0, 2535.0, 52.5], 6xerVmPvZD, 5710094]
[paragraph, [319.0, 2930.5, 2535.0, 52.5], 6xerVmPvZD, 5710094]
[paragraph, [319.0, 2983.0, 2535.0, 52.5], 6xerVmPvZD, 5710094]
[paragraph, [497.0, 3042.0, 2335.0, 52.5], yTsxbQ42Po, 5710094]
[paragraph, [497.0, 3094.5, 2335.0, 52.5], yTsxbQ42Po, 5710094]
[paragraph, [301.0, 3179.0, 2540.0, 52.5], v4LZRlIc7O, 5710094]
[paragraph, [301.0, 3231.5, 2540.0, 52.5], v4LZRlIc7O, 5710094]
[paragraph, [301.0, 3284.0, 2540.0, 52.5], v4LZRlIc7O, 5710094]
[paragraph, [301.0, 3336.5, 2540.0, 52.5], v4LZRlIc7O, 5710094]
[paragraph, [301.0, 3389.0, 2540.0, 52.5], v4LZRlIc7O, 5710094]
[paragraph, [301.0, 3441.5, 2540.0, 52.5], v4LZRlIc7O, 5710094]
[paragraph, [301.0, 3494.0, 2540.0, 52.5], v4LZRlIc7O, 5710094]
[paragraph, [287.0, 3557.0, 2558.0, 52.5], Jx961Hm1Rb, 5710094]
[paragraph, [287.0, 3609.5, 2558.0, 52.5], Jx961Hm1Rb, 5710094]
[paragraph, [287.0, 3662.0, 2558.0, 52.5], Jx961Hm1Rb, 5710094]
[paragraph, [287.0, 3714.5, 2558.0, 52.5], Jx961Hm1Rb, 5710094]
[paragraph, [287.0, 3813.0, 2581.0, 52.5], JLFxl1Ww8W, 5710094]
[paragraph, [287.0, 3865.5, 2581.0, 52.5], JLFxl1Ww8W, 5710094]
[paragraph, [287.0, 3918.0, 2581.0, 52.5], JLFxl1Ww8W, 5710094]
[paragraph, [287.0, 3970.5, 2581.0, 52.5], JLFxl1Ww8W, 5710094]
[paragraph, [278.0, 4054.0, 2576.0, 52.5], ELxEFWcd0s, 5710094]
[paragraph, [278.0, 4106.5, 2576.0, 52.5], ELxEFWcd0s, 5710094]
[paragraph, [278.0, 4159.0, 2576.0, 52.5], ELxEFWcd0s, 5710094]
[paragraph, [278.0, 4211.5, 2576.0, 52.5], ELxEFWcd0s, 5710094]
[paragraph, [278.0, 4264.0, 2576.0, 52.5], ELxEFWcd0s, 5710094]
[paragraph, [278.0, 4316.5, 2576.0, 52.5], ELxEFWcd0s, 5710094]
[paragraph, [278.0, 4369.0, 2576.0, 52.5], ELxEFWcd0s, 5710094]
[paragraph, [287.0, 4442.0, 2544.0, 52.5], vbhNIJRTxB, 5710094]
[paragraph, [287.0, 4494.5, 2544.0, 52.5], vbhNIJRTxB, 5710094]
[paragraph, [287.0, 4547.0, 2544.0, 52.5], vbhNIJRTxB, 5710094]
[paragraph, [287.0, 4599.5, 2544.0, 52.5], vbhNIJRTxB, 5710094]
[paragraph, [287.0, 4652.0, 2544.0, 52.5], vbhNIJRTxB, 5710094]
