[1447, 1063]
[folio, [429.0, 45.0, 200.0, 18.0], HnL5yIpBBR, 5762283]
[folio, [429.0, 63.0, 200.0, 18.0], HnL5yIpBBR, 5762283]
[section-title, [130.0, 91.0, 795.0, 30.0], QhEQFaavhR, 5762283]
[section-title, [130.0, 121.0, 795.0, 30.0], QhEQFaavhR, 5762283]
[paragraph, [87.0, 178.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 196.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 214.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 232.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 250.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 268.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 286.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 304.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 322.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 340.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 358.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 376.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 394.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 412.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [87.0, 430.0, 436.0, 18.0], XlN6XJcX1X, 5762283]
[paragraph, [533.0, 178.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 196.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 214.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 232.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 250.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 268.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 286.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 304.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 322.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 340.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 358.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 376.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 394.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 412.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 430.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 448.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 466.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 484.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 502.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 520.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 538.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 556.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 574.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 592.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 610.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 628.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 646.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 664.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 682.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 700.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 718.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 736.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 754.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 772.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 790.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 808.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 826.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 844.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 862.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 880.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 898.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 916.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 934.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 952.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [533.0, 970.0, 435.0, 18.0], BkNSiMMoB5, 5762283]
[paragraph, [91.0, 508.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 526.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 544.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 562.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 580.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 598.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 616.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 634.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 652.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 670.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 688.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 706.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 724.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 742.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 760.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 778.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 796.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 814.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 832.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 850.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 868.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 886.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 904.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 922.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 940.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 958.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 976.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 994.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 1012.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 1030.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 1048.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 1066.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 1084.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [91.0, 1102.0, 428.0, 18.0], jM4-1EIkpZ, 5762283]
[paragraph, [83.0, 1121.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1139.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1157.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1175.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1193.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1211.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1229.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1247.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1265.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1283.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1301.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1319.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
[paragraph, [83.0, 1337.0, 437.0, 18.0], 6OTU6r3DSX, 5762283]
