[1951, 1219]
[folio, [237.0, 134.0, 189.0, 36.0], QLFe5lRuSH, 5681981]
[paragraph, [120.0, 220.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 256.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 292.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 328.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 364.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 400.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 436.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 472.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 508.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 544.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 580.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [120.0, 616.0, 936.0, 36.0], shoonya_0sXGM9ZAISI66H, 5681981]
[paragraph, [119.0, 676.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 712.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 748.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 784.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 820.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 856.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 892.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 928.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 964.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 1000.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [119.0, 1036.0, 946.0, 36.0], l6EObE0mPL, 5681981]
[paragraph, [226.0, 1077.0, 327.0, 36.0], QfOmtL4I4m, 5681981]
[paragraph, [145.0, 1135.0, 926.0, 36.0], QPEW85VO73, 5681981]
[paragraph, [145.0, 1171.0, 926.0, 36.0], QPEW85VO73, 5681981]
[paragraph, [145.0, 1207.0, 926.0, 36.0], QPEW85VO73, 5681981]
[paragraph, [154.0, 1250.0, 924.0, 36.0], E7iYXQCOeE, 5681981]
[paragraph, [154.0, 1286.0, 924.0, 36.0], E7iYXQCOeE, 5681981]
[paragraph, [154.0, 1322.0, 924.0, 36.0], E7iYXQCOeE, 5681981]
[paragraph, [154.0, 1358.0, 924.0, 36.0], E7iYXQCOeE, 5681981]
[paragraph, [151.0, 1426.0, 931.0, 36.0], i1TZX1G88d, 5681981]
[paragraph, [151.0, 1462.0, 931.0, 36.0], i1TZX1G88d, 5681981]
[paragraph, [151.0, 1498.0, 931.0, 36.0], i1TZX1G88d, 5681981]
[paragraph, [151.0, 1534.0, 931.0, 36.0], i1TZX1G88d, 5681981]
[paragraph, [151.0, 1570.0, 931.0, 36.0], i1TZX1G88d, 5681981]
[paragraph, [151.0, 1606.0, 931.0, 36.0], i1TZX1G88d, 5681981]
[paragraph, [151.0, 1642.0, 931.0, 36.0], i1TZX1G88d, 5681981]
[paragraph, [240.0, 1717.0, 681.0, 36.0], Koj8ILOjkY, 5681981]
[paragraph, [238.0, 1771.0, 853.0, 36.0], 7fA7XGYAQx, 5681981]
[paragraph, [238.0, 1807.0, 853.0, 36.0], 7fA7XGYAQx, 5681981]
