[1031, 622]
[section-title, [260.0, 69.0, 102.0, 30.0], shoonya_0sJKJ2H2OVV6I2, 5709644]
[paragraph, [54.0, 113.0, 514.0, 18.0], Gl9NyZ1mOE, 5709644]
[paragraph, [54.0, 131.0, 514.0, 18.0], Gl9NyZ1mOE, 5709644]
[paragraph, [54.0, 149.0, 514.0, 18.0], Gl9NyZ1mOE, 5709644]
[paragraph, [54.0, 167.0, 514.0, 18.0], Gl9NyZ1mOE, 5709644]
[paragraph, [54.0, 185.0, 514.0, 18.0], Gl9NyZ1mOE, 5709644]
[paragraph, [54.0, 203.0, 514.0, 18.0], Gl9NyZ1mOE, 5709644]
[paragraph, [54.0, 221.0, 514.0, 18.0], Gl9NyZ1mOE, 5709644]
[paragraph, [54.0, 243.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 261.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 279.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 297.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 315.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 333.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 351.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 369.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 387.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 405.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 423.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 441.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 459.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 477.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 495.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 513.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 531.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 549.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 567.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 585.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 603.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 621.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 639.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 657.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 675.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 693.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 711.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 729.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 747.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 765.0, 518.0, 18.0], shoonya_1sDD4ZAZ6OXBFQ, 5709644]
[paragraph, [54.0, 799.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 817.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 835.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 853.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 871.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 889.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 907.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 925.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 943.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
[paragraph, [54.0, 961.0, 518.0, 18.0], 8t6rGqRDqU, 5709644]
