[1298, 853]
[section-title, [353.0, 206.0, 131.0, 30.0], shoonya_0sG3Y47Y4229Q2, 5710392]
[paragraph, [47.0, 262.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 280.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 298.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 316.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 334.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 352.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 370.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 388.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 406.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 424.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 442.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 460.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 478.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 496.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 514.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 532.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 550.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 568.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 586.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 604.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 622.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 640.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 658.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 676.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 694.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 712.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 730.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 748.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 766.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 784.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 802.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 820.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 838.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 856.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 874.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 892.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 910.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 928.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 946.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 964.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 982.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1000.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1018.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1036.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1054.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1072.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1090.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1108.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1126.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1144.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1162.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1180.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1198.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
[paragraph, [47.0, 1216.0, 758.0, 18.0], shoonya_1sNLE7J3PRLV73, 5710392]
