[1754, 1241]
[folio, [45.0, 80.0, 171.0, 36.0], shoonya_10s5Z61CA2DZ41, 6472655]
[paragraph, [63.0, 136.0, 544.0, 36.0], shoonya_1s29AA4675ULKG, 6472655]
[paragraph, [63.0, 172.0, 544.0, 36.0], shoonya_1s29AA4675ULKG, 6472655]
[ordered-list, [630.0, 138.0, 538.0, 36.0], shoonya_6sVRRJGJUXGX7Z, 6472655]
[ordered-list, [630.0, 174.0, 538.0, 36.0], shoonya_6sVRRJGJUXGX7Z, 6472655]
[ordered-list, [630.0, 210.0, 538.0, 36.0], shoonya_6sVRRJGJUXGX7Z, 6472655]
[ordered-list, [630.0, 246.0, 538.0, 36.0], shoonya_6sVRRJGJUXGX7Z, 6472655]
[ordered-list, [630.0, 282.0, 538.0, 36.0], shoonya_6sVRRJGJUXGX7Z, 6472655]
[ordered-list, [630.0, 318.0, 538.0, 36.0], shoonya_6sVRRJGJUXGX7Z, 6472655]
[ordered-list, [630.0, 354.0, 538.0, 36.0], shoonya_6sVRRJGJUXGX7Z, 6472655]
[paragraph, [62.0, 240.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 276.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 312.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 348.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 384.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 420.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 456.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 492.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 528.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 564.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 600.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 636.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 672.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 708.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 744.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [62.0, 780.0, 544.0, 36.0], kKWQ0aAXhB, 6472655]
[paragraph, [644.0, 467.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 503.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 539.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 575.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 611.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 647.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 683.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 719.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 755.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 791.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 827.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 863.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 899.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 935.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 971.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [644.0, 1007.0, 524.0, 36.0], z2Zie8GTSi, 6472655]
[paragraph, [65.0, 840.0, 542.0, 36.0], sdZrXmG-O4, 6472655]
[paragraph, [65.0, 876.0, 542.0, 36.0], sdZrXmG-O4, 6472655]
[paragraph, [65.0, 912.0, 542.0, 36.0], sdZrXmG-O4, 6472655]
[paragraph, [65.0, 948.0, 542.0, 36.0], sdZrXmG-O4, 6472655]
[paragraph, [65.0, 984.0, 542.0, 36.0], sdZrXmG-O4, 6472655]
[paragraph, [65.0, 1020.0, 542.0, 36.0], sdZrXmG-O4, 6472655]
[paragraph, [630.0, 1070.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1106.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1142.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1178.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1214.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1250.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1286.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1322.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1358.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1394.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[paragraph, [630.0, 1430.0, 540.0, 36.0], shoonya_7sG7MP91A2MG1Q, 6472655]
[ordered-list, [60.0, 1085.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1121.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1157.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1193.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1229.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1265.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1301.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1337.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1373.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1409.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1445.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1481.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1517.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[ordered-list, [60.0, 1553.0, 550.0, 36.0], RoxAdtb-ys, 6472655]
[paragraph, [629.0, 1512.0, 538.0, 36.0], NvfhBUiOlJ, 6472655]
[paragraph, [629.0, 1548.0, 538.0, 36.0], NvfhBUiOlJ, 6472655]
