[1362, 826]
[folio, [88.0, 74.0, 115.0, 18.0], 2mGRWyp8Fk, 5781919]
[folio, [88.0, 92.0, 115.0, 18.0], 2mGRWyp8Fk, 5781919]
[headline, [278.0, 129.0, 262.0, 25.5], shoonya_6sWCJTG8F8JAF4, 5781919]
[sidebar, [630.0, 607.0, 103.0, 18.0], YrDXPWL7eE, 5781919]
[figure-caption, [232.0, 621.0, 348.0, 18.0], shoonya_3sEEJH2C9P60GJ, 5781919]
[paragraph, [89.0, 670.0, 641.0, 18.0], shoonya_4s2J4PRH7K5RMX, 5781919]
[paragraph, [89.0, 688.0, 641.0, 18.0], shoonya_4s2J4PRH7K5RMX, 5781919]
[paragraph, [89.0, 706.0, 641.0, 18.0], shoonya_4s2J4PRH7K5RMX, 5781919]
[ordered-list, [75.0, 741.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 759.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 777.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 795.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 813.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 831.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 849.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 867.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 885.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 903.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 921.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 939.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 957.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 975.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 993.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 1011.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 1029.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 1047.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 1065.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[ordered-list, [75.0, 1083.0, 661.0, 18.0], shoonya_5s5CODTA4CVN21, 5781919]
[sub-ordered-list, [88.0, 761.0, 643.0, 18.0], 186ZyUdjXw, 5781919]
[sub-ordered-list, [88.0, 779.0, 643.0, 18.0], 186ZyUdjXw, 5781919]
[sub-ordered-list, [88.0, 797.0, 643.0, 18.0], 186ZyUdjXw, 5781919]
[sub-ordered-list, [88.0, 815.0, 643.0, 18.0], 186ZyUdjXw, 5781919]
[sub-ordered-list, [88.0, 833.0, 643.0, 18.0], 186ZyUdjXw, 5781919]
[sub-ordered-list, [88.0, 851.0, 643.0, 18.0], 186ZyUdjXw, 5781919]
[sub-ordered-list, [88.0, 869.0, 643.0, 18.0], 186ZyUdjXw, 5781919]
[sub-ordered-list, [88.0, 912.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 930.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 948.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 966.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 984.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 1002.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 1020.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 1038.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 1056.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 1074.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[sub-ordered-list, [88.0, 1092.0, 642.0, 18.0], KI6Kj9esby, 5781919]
[section-title, [77.0, 1123.0, 638.0, 30.0], sxaJ9Bq6Hu, 5781919]
[ordered-list, [78.0, 1161.0, 655.0, 18.0], shoonya_2sBF17NVEEEN2M, 5781919]
[ordered-list, [78.0, 1179.0, 655.0, 18.0], shoonya_2sBF17NVEEEN2M, 5781919]
[ordered-list, [78.0, 1197.0, 655.0, 18.0], shoonya_2sBF17NVEEEN2M, 5781919]
[ordered-list, [78.0, 1215.0, 655.0, 18.0], shoonya_2sBF17NVEEEN2M, 5781919]
