[6000, 4167]
[folio, [890.0, 594.0, 2255.0, 52.5], 4ienaiplFe, 5721776]
[folio, [890.0, 646.5, 2255.0, 52.5], 4ienaiplFe, 5721776]
[folio, [890.0, 699.0, 2255.0, 52.5], 4ienaiplFe, 5721776]
[paragraph, [767.0, 901.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 953.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1006.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1058.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1111.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1163.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1216.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1268.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1321.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1373.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1426.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1478.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1531.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1583.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1636.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1688.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1741.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1793.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1846.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1898.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 1951.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2003.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2056.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2108.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2161.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2213.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2266.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2318.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2371.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2423.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2476.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2528.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2581.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2633.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2686.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2738.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2791.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2843.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2896.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 2948.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 3001.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 3053.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 3106.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 3158.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 3211.0, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [767.0, 3263.5, 2888.0, 52.5], shoonya_0sZVSGAVJLVHWA, 5721776]
[paragraph, [572.0, 3367.0, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3419.5, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3472.0, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3524.5, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3577.0, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3629.5, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3682.0, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3734.5, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3787.0, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3839.5, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
[paragraph, [572.0, 3892.0, 3078.0, 52.5], Gv-VJhPCZ-, 5721776]
