[1468, 909]
[folio, [368.0, 80.0, 144.0, 18.0], shoonya_2sHQCC1VUDCNS4, 5770628]
[folio, [368.0, 98.0, 144.0, 18.0], shoonya_2sHQCC1VUDCNS4, 5770628]
[paragraph, [77.0, 141.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 159.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 177.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 195.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 213.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 231.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 249.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 267.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 285.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 303.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 321.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 339.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [77.0, 357.0, 375.0, 18.0], ptEeoxEUyK, 5770628]
[paragraph, [459.0, 144.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 162.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 180.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 198.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 216.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 234.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 252.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 270.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 288.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 306.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 324.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 342.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 360.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 378.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 396.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 414.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 432.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 450.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 468.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 486.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [459.0, 504.0, 375.0, 18.0], ywXwP6LwVf, 5770628]
[paragraph, [67.0, 384.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 402.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 420.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 438.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 456.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 474.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 492.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 510.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 528.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 546.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 564.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 582.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 600.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 618.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 636.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 654.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 672.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 690.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 708.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 726.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 744.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 762.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 780.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 798.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 816.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 834.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [67.0, 852.0, 396.0, 18.0], VExNn0hE5s, 5770628]
[paragraph, [462.0, 527.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 545.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 563.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 581.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 599.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 617.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 635.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 653.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 671.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [462.0, 689.0, 372.0, 18.0], AjVcwWlkzI, 5770628]
[paragraph, [460.0, 708.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 726.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 744.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 762.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 780.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 798.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 816.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 834.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 852.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 870.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 888.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 906.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 924.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 942.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 960.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 978.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 996.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 1014.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 1032.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 1050.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 1068.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 1086.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 1104.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 1122.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [460.0, 1140.0, 374.0, 18.0], Mb-l4ewRN9, 5770628]
[paragraph, [83.0, 875.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 893.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 911.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 929.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 947.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 965.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 983.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 1001.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 1019.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 1037.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [83.0, 1055.0, 370.0, 18.0], bZ2iHQjRYQ, 5770628]
[paragraph, [72.0, 1080.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1098.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1116.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1134.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1152.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1170.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1188.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1206.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1224.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1242.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1260.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
[paragraph, [72.0, 1278.0, 386.0, 18.0], Qz1-MiBM0T, 5770628]
