[2200, 1700]
[paragraph, [300.0, 213.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 249.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 285.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 321.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 357.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 393.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 429.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 465.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 501.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 537.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 573.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 609.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 645.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 681.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 717.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 753.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 789.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 825.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [300.0, 861.0, 1000.0, 36.0], shoonya_0sY5QKF12H5AAH, 5651691]
[paragraph, [298.0, 939.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 975.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1011.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1047.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1083.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1119.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1155.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1191.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1227.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1263.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1299.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1335.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1371.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1407.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1443.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [298.0, 1479.0, 995.0, 36.0], shoonya_1sKCE1FT841XWF, 5651691]
[paragraph, [297.0, 1529.0, 996.0, 36.0], shoonya_2sC3VBC8AF4QGR, 5651691]
[paragraph, [297.0, 1565.0, 996.0, 36.0], shoonya_2sC3VBC8AF4QGR, 5651691]
[paragraph, [297.0, 1601.0, 996.0, 36.0], shoonya_2sC3VBC8AF4QGR, 5651691]
[paragraph, [297.0, 1637.0, 996.0, 36.0], shoonya_2sC3VBC8AF4QGR, 5651691]
[paragraph, [297.0, 1673.0, 996.0, 36.0], shoonya_2sC3VBC8AF4QGR, 5651691]
[paragraph, [297.0, 1709.0, 996.0, 36.0], shoonya_2sC3VBC8AF4QGR, 5651691]
[paragraph, [297.0, 1745.0, 996.0, 36.0], shoonya_2sC3VBC8AF4QGR, 5651691]
[paragraph, [297.0, 1781.0, 996.0, 36.0], shoonya_2sC3VBC8AF4QGR, 5651691]
[folio, [382.0, 1870.0, 104.0, 36.0], I8gpqlWo-0, 5651691]
