[2481, 1654]
[folio, [1192.0, 105.0, 117.0, 36.0], CIJKhpSNw4, 5720968]
[paragraph, [159.0, 217.0, 1269.0, 36.0], g5tZqAh_td, 5720968]
[paragraph, [159.0, 253.0, 1269.0, 36.0], g5tZqAh_td, 5720968]
[paragraph, [159.0, 289.0, 1269.0, 36.0], g5tZqAh_td, 5720968]
[paragraph, [171.0, 328.0, 1252.0, 36.0], c12BzW0MYS, 5720968]
[paragraph, [171.0, 364.0, 1252.0, 36.0], c12BzW0MYS, 5720968]
[paragraph, [210.0, 434.0, 529.0, 36.0], 5bd4xjdey1, 5720968]
[paragraph, [227.0, 489.0, 290.0, 36.0], shoonya_1sNG86SPZ8PR1P, 5720968]
[paragraph, [140.0, 535.0, 1296.0, 36.0], j-s7yKuUBz, 5720968]
[paragraph, [140.0, 571.0, 1296.0, 36.0], j-s7yKuUBz, 5720968]
[paragraph, [140.0, 607.0, 1296.0, 36.0], j-s7yKuUBz, 5720968]
[paragraph, [215.0, 647.0, 808.0, 36.0], CFma5_Z6SL, 5720968]
[paragraph, [229.0, 698.0, 775.0, 36.0], UHU1-7Smbs, 5720968]
[paragraph, [219.0, 756.0, 674.0, 36.0], 8rK7qw4y9w, 5720968]
[paragraph, [231.0, 808.0, 897.0, 36.0], rY5DkJ9M1B, 5720968]
[paragraph, [165.0, 860.0, 1265.0, 36.0], i9YVGH8qk8, 5720968]
[paragraph, [165.0, 896.0, 1265.0, 36.0], i9YVGH8qk8, 5720968]
[paragraph, [225.0, 967.0, 564.0, 36.0], HTQrEfIway, 5720968]
[paragraph, [229.0, 1017.0, 1083.0, 36.0], dwP7nHKKXW, 5720968]
[paragraph, [212.0, 1073.0, 521.0, 36.0], kNWcwXmrke, 5720968]
[paragraph, [157.0, 1126.0, 1281.0, 36.0], K9ZPaqfrGx, 5720968]
[paragraph, [157.0, 1162.0, 1281.0, 36.0], K9ZPaqfrGx, 5720968]
[paragraph, [157.0, 1198.0, 1281.0, 36.0], K9ZPaqfrGx, 5720968]
[paragraph, [157.0, 1234.0, 1281.0, 36.0], K9ZPaqfrGx, 5720968]
[paragraph, [157.0, 1285.0, 1277.0, 36.0], mdSbMdj7XD, 5720968]
[paragraph, [157.0, 1321.0, 1277.0, 36.0], mdSbMdj7XD, 5720968]
[paragraph, [221.0, 1397.0, 438.0, 36.0], WZ2xNJv6Pv, 5720968]
[paragraph, [229.0, 1447.0, 473.0, 36.0], bg4_iRFF9C, 5720968]
[paragraph, [223.0, 1505.0, 190.0, 36.0], Vu0S2BhPSS, 5720968]
[paragraph, [219.0, 1558.0, 407.0, 36.0], QeKPnuluXc, 5720968]
[paragraph, [165.0, 1608.0, 1267.0, 36.0], omsbXHjaQT, 5720968]
[paragraph, [165.0, 1644.0, 1267.0, 36.0], omsbXHjaQT, 5720968]
[paragraph, [150.0, 1713.0, 1290.0, 36.0], cdc_ieD3Mh, 5720968]
[paragraph, [150.0, 1749.0, 1290.0, 36.0], cdc_ieD3Mh, 5720968]
[paragraph, [150.0, 1785.0, 1290.0, 36.0], cdc_ieD3Mh, 5720968]
[paragraph, [150.0, 1821.0, 1290.0, 36.0], cdc_ieD3Mh, 5720968]
[paragraph, [150.0, 1857.0, 1290.0, 36.0], cdc_ieD3Mh, 5720968]
[paragraph, [150.0, 1893.0, 1290.0, 36.0], cdc_ieD3Mh, 5720968]
[paragraph, [150.0, 1929.0, 1290.0, 36.0], cdc_ieD3Mh, 5720968]
[paragraph, [170.0, 1975.0, 1259.0, 36.0], shoonya_2sT3QXW2T0D9M4, 5720968]
[paragraph, [170.0, 2011.0, 1259.0, 36.0], shoonya_2sT3QXW2T0D9M4, 5720968]
[paragraph, [170.0, 2047.0, 1259.0, 36.0], shoonya_2sT3QXW2T0D9M4, 5720968]
[paragraph, [170.0, 2083.0, 1259.0, 36.0], shoonya_2sT3QXW2T0D9M4, 5720968]
[paragraph, [170.0, 2119.0, 1259.0, 36.0], shoonya_2sT3QXW2T0D9M4, 5720968]
[paragraph, [170.0, 2155.0, 1259.0, 36.0], shoonya_2sT3QXW2T0D9M4, 5720968]
