[679, 512]
[ordered-list, [39.0, 33.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 51.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 69.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 87.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 105.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 123.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 141.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 159.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 177.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 195.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 213.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 231.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 249.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 267.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 285.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 303.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 321.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 339.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 357.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 375.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 393.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 411.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 429.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 447.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 465.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 483.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 501.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 519.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 537.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 555.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[ordered-list, [39.0, 573.0, 451.0, 18.0], xNP7KlD4Ei, 6495138]
[sub-ordered-list, [69.0, 60.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 78.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 96.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 114.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 132.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 150.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 168.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 186.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 204.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[sub-ordered-list, [69.0, 222.0, 404.0, 18.0], wzrGogMHk-, 6495138]
[subsub-ordered-list, [94.0, 90.0, 342.0, 18.0], VjvvTjbxcN, 6495138]
[subsub-ordered-list, [94.0, 108.0, 342.0, 18.0], VjvvTjbxcN, 6495138]
[subsub-ordered-list, [94.0, 126.0, 342.0, 18.0], VjvvTjbxcN, 6495138]
[subsub-ordered-list, [94.0, 144.0, 342.0, 18.0], VjvvTjbxcN, 6495138]
[subsub-ordered-list, [94.0, 162.0, 342.0, 18.0], VjvvTjbxcN, 6495138]
[subsub-ordered-list, [94.0, 180.0, 342.0, 18.0], VjvvTjbxcN, 6495138]
[sub-ordered-list, [81.0, 255.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 273.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 291.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 309.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 327.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 345.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 363.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 381.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 399.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 417.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [81.0, 435.0, 389.0, 18.0], shoonya_0sZ3R6AB0C740Z, 6495138]
[sub-ordered-list, [78.0, 472.0, 388.0, 18.0], shoonya_11sM7G1KL9TV01, 6495138]
[sub-ordered-list, [78.0, 490.0, 388.0, 18.0], shoonya_11sM7G1KL9TV01, 6495138]
[sub-ordered-list, [78.0, 508.0, 388.0, 18.0], shoonya_11sM7G1KL9TV01, 6495138]
[sub-ordered-list, [78.0, 526.0, 388.0, 18.0], shoonya_11sM7G1KL9TV01, 6495138]
[sub-ordered-list, [78.0, 544.0, 388.0, 18.0], shoonya_11sM7G1KL9TV01, 6495138]
[subsub-ordered-list, [103.0, 517.0, 330.0, 18.0], vjWzDOBLm9, 6495138]
[subsub-ordered-list, [103.0, 535.0, 330.0, 18.0], vjWzDOBLm9, 6495138]
[folio, [152.0, 608.0, 162.0, 18.0], ZC_5PdyDsR, 6495138]
