[2806, 1983]
[paragraph, [221.0, 316.0, 839.0, 46.5], shoonya_0sIAK8GJHSNIVB, 5682392]
[paragraph, [221.0, 362.5, 839.0, 46.5], shoonya_0sIAK8GJHSNIVB, 5682392]
[paragraph, [221.0, 409.0, 839.0, 46.5], shoonya_0sIAK8GJHSNIVB, 5682392]
[paragraph, [221.0, 455.5, 839.0, 46.5], shoonya_0sIAK8GJHSNIVB, 5682392]
[paragraph, [221.0, 502.0, 839.0, 46.5], shoonya_0sIAK8GJHSNIVB, 5682392]
[paragraph, [221.0, 548.5, 839.0, 46.5], shoonya_0sIAK8GJHSNIVB, 5682392]
[paragraph, [221.0, 595.0, 839.0, 46.5], shoonya_0sIAK8GJHSNIVB, 5682392]
[paragraph, [216.0, 760.0, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 806.5, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 853.0, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 899.5, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 946.0, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 992.5, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1039.0, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1085.5, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1132.0, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1178.5, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1225.0, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1271.5, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1318.0, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1364.5, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1411.0, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [216.0, 1457.5, 1543.0, 46.5], shoonya_1sRDGNGDZKWAGE, 5682392]
[paragraph, [213.0, 1628.0, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 1674.5, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 1721.0, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 1767.5, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 1814.0, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 1860.5, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 1907.0, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 1953.5, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 2000.0, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 2046.5, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 2093.0, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 2139.5, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 2186.0, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 2232.5, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 2279.0, 1559.0, 46.5], xZh4BABaAp, 5682392]
[paragraph, [213.0, 2325.5, 1559.0, 46.5], xZh4BABaAp, 5682392]
