[1754, 1241]
[section-title, [438.0, 289.0, 449.0, 49.5], C0k7-h5eEN, 5693136]
[paragraph, [176.0, 404.0, 868.0, 36.0], shoonya_4s6GPVUXFZOD3O, 5693136]
[paragraph, [176.0, 440.0, 868.0, 36.0], shoonya_4s6GPVUXFZOD3O, 5693136]
[paragraph, [176.0, 476.0, 868.0, 36.0], shoonya_4s6GPVUXFZOD3O, 5693136]
[paragraph, [386.0, 516.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [386.0, 552.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [386.0, 588.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [386.0, 624.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [386.0, 660.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [386.0, 696.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [386.0, 732.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [386.0, 768.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [386.0, 804.0, 441.0, 36.0], shoonya_5sN52COTSIL5OM, 5693136]
[paragraph, [173.0, 877.0, 871.0, 36.0], shoonya_0sOKS6DAS17DJO, 5693136]
[paragraph, [173.0, 913.0, 871.0, 36.0], shoonya_0sOKS6DAS17DJO, 5693136]
[paragraph, [173.0, 949.0, 871.0, 36.0], shoonya_0sOKS6DAS17DJO, 5693136]
[paragraph, [173.0, 985.0, 871.0, 36.0], shoonya_0sOKS6DAS17DJO, 5693136]
[paragraph, [173.0, 1021.0, 871.0, 36.0], shoonya_0sOKS6DAS17DJO, 5693136]
[paragraph, [173.0, 1057.0, 871.0, 36.0], shoonya_0sOKS6DAS17DJO, 5693136]
[paragraph, [173.0, 1093.0, 871.0, 36.0], shoonya_0sOKS6DAS17DJO, 5693136]
[paragraph, [173.0, 1129.0, 871.0, 36.0], shoonya_0sOKS6DAS17DJO, 5693136]
[paragraph, [172.0, 1215.0, 874.0, 36.0], shoonya_2sF04UTLXCQNF7, 5693136]
[paragraph, [172.0, 1251.0, 874.0, 36.0], shoonya_2sF04UTLXCQNF7, 5693136]
[paragraph, [172.0, 1287.0, 874.0, 36.0], shoonya_2sF04UTLXCQNF7, 5693136]
[paragraph, [177.0, 1357.0, 869.0, 36.0], shoonya_1sEJJWD3O3A050, 5693136]
[paragraph, [177.0, 1393.0, 869.0, 36.0], shoonya_1sEJJWD3O3A050, 5693136]
[paragraph, [177.0, 1429.0, 869.0, 36.0], shoonya_1sEJJWD3O3A050, 5693136]
[paragraph, [177.0, 1465.0, 869.0, 36.0], shoonya_1sEJJWD3O3A050, 5693136]
