[2339, 1656]
[paragraph, [888.0, 82.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 118.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 154.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 190.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 226.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 262.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 298.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 334.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 370.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 406.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 442.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 478.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 514.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 550.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 586.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 622.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 658.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 694.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 730.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 766.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 802.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 838.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 874.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 910.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [888.0, 946.0, 701.0, 36.0], shoonya_3sHRB8QLM56FGF, 5749705]
[paragraph, [145.0, 88.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [145.0, 124.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [145.0, 160.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [145.0, 196.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [145.0, 232.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [145.0, 268.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [145.0, 304.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [145.0, 340.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [145.0, 376.0, 711.0, 36.0], shoonya_1s6PNNPW8KKEF3, 5749705]
[paragraph, [177.0, 415.0, 651.0, 36.0], shoonya_2s6X14UCT9NH9V, 5749705]
[paragraph, [177.0, 451.0, 651.0, 36.0], shoonya_2s6X14UCT9NH9V, 5749705]
[paragraph, [150.0, 519.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 555.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 591.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 627.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 663.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 699.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 735.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 771.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 807.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 843.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 879.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 915.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 951.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 987.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1023.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1059.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1095.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1131.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1167.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1203.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1239.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1275.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1311.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1347.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1383.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1419.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1455.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1491.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1527.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
[paragraph, [150.0, 1563.0, 719.0, 36.0], shoonya_0s0ZTMBUS5Y5BO, 5749705]
