[792, 612]
[chapter-title, [76.0, 54.0, 371.0, 30.0], shoonya_9s29L0XCK10LF1, 5654126]
[contact-info, [453.0, 61.0, 92.0, 18.0], DHK03wXGvw, 5654126]
[contact-info, [453.0, 79.0, 92.0, 18.0], DHK03wXGvw, 5654126]
[paragraph, [77.0, 183.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 201.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 219.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 237.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 255.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 273.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 291.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 309.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 327.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [77.0, 345.0, 227.0, 18.0], shoonya_3sOYYLXI78284E, 5654126]
[paragraph, [319.0, 186.0, 235.0, 18.0], shoonya_6sIH5IWL04A3RK, 5654126]
[paragraph, [319.0, 204.0, 235.0, 18.0], shoonya_6sIH5IWL04A3RK, 5654126]
[paragraph, [319.0, 222.0, 235.0, 18.0], shoonya_6sIH5IWL04A3RK, 5654126]
[paragraph, [319.0, 298.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 316.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 334.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 352.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 370.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 388.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 406.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 424.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 442.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [319.0, 460.0, 233.0, 18.0], shoonya_1s0YEJOEPPIJN6, 5654126]
[paragraph, [77.0, 370.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 388.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 406.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 424.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 442.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 460.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 478.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 496.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 514.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 532.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 550.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 568.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [77.0, 586.0, 225.0, 18.0], shoonya_2sVWRCPNSCPQIP, 5654126]
[paragraph, [319.0, 498.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 516.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 534.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 552.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 570.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 588.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 606.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 624.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 642.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 660.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 678.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [319.0, 696.0, 235.0, 18.0], shoonya_0sIH3TT1KX38EG, 5654126]
[paragraph, [83.0, 623.0, 218.0, 18.0], shoonya_4sBDCG2GOV74NR, 5654126]
[paragraph, [83.0, 641.0, 218.0, 18.0], shoonya_4sBDCG2GOV74NR, 5654126]
[paragraph, [83.0, 659.0, 218.0, 18.0], shoonya_4sBDCG2GOV74NR, 5654126]
[paragraph, [83.0, 677.0, 218.0, 18.0], shoonya_4sBDCG2GOV74NR, 5654126]
[paragraph, [83.0, 695.0, 218.0, 18.0], shoonya_4sBDCG2GOV74NR, 5654126]
[folio, [71.0, 738.0, 66.0, 18.0], MaCYGiD8c2, 5654126]
