[1162, 749]
[folio, [340.0, 76.0, 84.0, 18.0], shoonya_2sCHEIHMUDZ6I3, 5699652]
[paragraph, [89.0, 122.0, 584.0, 18.0], shoonya_3sIF9GG89GSV34, 5699652]
[paragraph, [89.0, 140.0, 584.0, 18.0], shoonya_3sIF9GG89GSV34, 5699652]
[paragraph, [89.0, 158.0, 584.0, 18.0], shoonya_3sIF9GG89GSV34, 5699652]
[paragraph, [82.0, 201.0, 589.0, 18.0], 2X2qOgpXNr, 5699652]
[paragraph, [82.0, 219.0, 589.0, 18.0], 2X2qOgpXNr, 5699652]
[paragraph, [82.0, 237.0, 589.0, 18.0], 2X2qOgpXNr, 5699652]
[paragraph, [84.0, 272.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 290.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 308.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 326.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 344.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 362.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 380.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 398.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 416.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 434.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 452.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 470.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 488.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 506.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 524.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 542.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 560.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 578.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [84.0, 596.0, 587.0, 18.0], shoonya_1s48SQOQZQYEW5, 5699652]
[paragraph, [80.0, 631.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 649.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 667.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 685.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 703.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 721.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 739.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 757.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 775.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 793.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 811.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 829.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 847.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 865.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [80.0, 883.0, 590.0, 18.0], shoonya_0sW967GYP1ZEZT, 5699652]
[paragraph, [78.0, 922.0, 592.0, 18.0], gvtPinnaAV, 5699652]
[paragraph, [78.0, 940.0, 592.0, 18.0], gvtPinnaAV, 5699652]
[paragraph, [78.0, 958.0, 592.0, 18.0], gvtPinnaAV, 5699652]
[paragraph, [78.0, 976.0, 592.0, 18.0], gvtPinnaAV, 5699652]
[paragraph, [78.0, 994.0, 592.0, 18.0], gvtPinnaAV, 5699652]
[paragraph, [78.0, 1012.0, 592.0, 18.0], gvtPinnaAV, 5699652]
[paragraph, [78.0, 1030.0, 592.0, 18.0], gvtPinnaAV, 5699652]
[paragraph, [78.0, 1048.0, 592.0, 18.0], gvtPinnaAV, 5699652]
[paragraph, [78.0, 1066.0, 592.0, 18.0], gvtPinnaAV, 5699652]
