[1753, 1240]
[contact-info, [477.0, 88.0, 303.0, 36.0], KgnlEyFT_S, 6474884]
[contact-info, [477.0, 124.0, 303.0, 36.0], KgnlEyFT_S, 6474884]
[contact-info, [477.0, 160.0, 303.0, 36.0], KgnlEyFT_S, 6474884]
[contact-info, [933.0, 257.0, 212.0, 36.0], LKWTGesi5_, 6474884]
[paragraph, [229.0, 416.0, 872.0, 36.0], ttN_APlhpE, 6474884]
[paragraph, [199.0, 482.0, 130.0, 36.0], 4hDlLAzyAY, 6474884]
[paragraph, [197.0, 518.0, 352.0, 36.0], C-FcHu3RjH, 6474884]
[paragraph, [197.0, 554.0, 352.0, 36.0], C-FcHu3RjH, 6474884]
[paragraph, [199.0, 618.0, 940.0, 36.0], 5cvA7_36k3, 6474884]
[paragraph, [199.0, 654.0, 940.0, 36.0], 5cvA7_36k3, 6474884]
[paragraph, [199.0, 690.0, 940.0, 36.0], 5cvA7_36k3, 6474884]
[paragraph, [199.0, 726.0, 940.0, 36.0], 5cvA7_36k3, 6474884]
[paragraph, [199.0, 762.0, 940.0, 36.0], 5cvA7_36k3, 6474884]
[paragraph, [199.0, 798.0, 940.0, 36.0], 5cvA7_36k3, 6474884]
[paragraph, [199.0, 834.0, 940.0, 36.0], 5cvA7_36k3, 6474884]
[paragraph, [199.0, 870.0, 940.0, 36.0], 5cvA7_36k3, 6474884]
[ordered-list, [199.0, 947.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 983.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1019.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1055.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1091.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1127.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1163.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1199.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1235.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1271.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1307.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1343.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1379.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1415.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1451.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[ordered-list, [199.0, 1487.0, 938.0, 36.0], NtkZ3SQpa1, 6474884]
[footnote, [621.0, 1514.0, 209.0, 36.0], 5xfQt_N75z, 6474884]
[footnote, [621.0, 1550.0, 209.0, 36.0], 5xfQt_N75z, 6474884]
[contact-info, [150.0, 1588.0, 959.0, 36.0], C2P4jQevhR, 6474884]
[contact-info, [150.0, 1624.0, 959.0, 36.0], C2P4jQevhR, 6474884]
[contact-info, [150.0, 1660.0, 959.0, 36.0], C2P4jQevhR, 6474884]
[website-link, [668.0, 1669.0, 235.0, 18.0], IazEdZ8nIM, 6474884]
