[2339, 1656]
[paragraph, [835.0, 95.0, 699.0, 36.0], shoonya_5sGN6SZE2R96N3, 5750245]
[paragraph, [835.0, 131.0, 699.0, 36.0], shoonya_5sGN6SZE2R96N3, 5750245]
[paragraph, [835.0, 167.0, 699.0, 36.0], shoonya_5sGN6SZE2R96N3, 5750245]
[paragraph, [835.0, 203.0, 699.0, 36.0], shoonya_5sGN6SZE2R96N3, 5750245]
[paragraph, [835.0, 239.0, 699.0, 36.0], shoonya_5sGN6SZE2R96N3, 5750245]
[paragraph, [835.0, 275.0, 699.0, 36.0], shoonya_5sGN6SZE2R96N3, 5750245]
[paragraph, [104.0, 109.0, 699.0, 36.0], shoonya_2sAKNP1SBY71E2, 5750245]
[paragraph, [104.0, 145.0, 699.0, 36.0], shoonya_2sAKNP1SBY71E2, 5750245]
[paragraph, [104.0, 181.0, 699.0, 36.0], shoonya_2sAKNP1SBY71E2, 5750245]
[paragraph, [104.0, 217.0, 699.0, 36.0], shoonya_2sAKNP1SBY71E2, 5750245]
[paragraph, [104.0, 253.0, 699.0, 36.0], shoonya_2sAKNP1SBY71E2, 5750245]
[paragraph, [104.0, 289.0, 699.0, 36.0], shoonya_2sAKNP1SBY71E2, 5750245]
[paragraph, [104.0, 325.0, 699.0, 36.0], shoonya_2sAKNP1SBY71E2, 5750245]
[paragraph, [917.0, 313.0, 435.0, 36.0], shoonya_8s3YPIJE4R31AQ, 5750245]
[paragraph, [844.0, 369.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 405.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 441.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 477.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 513.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 549.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 585.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 621.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 657.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 693.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 729.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 765.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 801.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 837.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 873.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 909.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 945.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 981.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 1017.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 1053.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 1089.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 1125.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 1161.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 1197.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [844.0, 1233.0, 699.0, 36.0], shoonya_7s886UHG37TNSQ, 5750245]
[paragraph, [106.0, 375.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 411.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 447.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 483.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 519.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 555.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 591.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 627.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 663.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 699.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 735.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 771.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [106.0, 807.0, 703.0, 36.0], shoonya_1s3CQ1T0DAPB1O, 5750245]
[paragraph, [117.0, 858.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 894.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 930.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 966.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1002.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1038.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1074.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1110.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1146.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1182.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1218.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1254.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1290.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1326.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1362.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1398.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1434.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1470.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1506.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1542.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1578.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1614.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1650.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1686.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1722.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1758.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1794.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1830.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1866.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1902.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1938.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 1974.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 2010.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 2046.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [117.0, 2082.0, 704.0, 36.0], shoonya_0sZ8RNLUY7A09I, 5750245]
[paragraph, [854.0, 1268.0, 703.0, 36.0], oYLsNfeQt4, 5750245]
[paragraph, [854.0, 1304.0, 703.0, 36.0], oYLsNfeQt4, 5750245]
[paragraph, [854.0, 1340.0, 703.0, 36.0], oYLsNfeQt4, 5750245]
[paragraph, [858.0, 1382.0, 698.0, 36.0], shoonya_4sUK89S5UHHO8U, 5750245]
[paragraph, [858.0, 1418.0, 698.0, 36.0], shoonya_4sUK89S5UHHO8U, 5750245]
[paragraph, [858.0, 1454.0, 698.0, 36.0], shoonya_4sUK89S5UHHO8U, 5750245]
[paragraph, [858.0, 1490.0, 698.0, 36.0], shoonya_4sUK89S5UHHO8U, 5750245]
[paragraph, [858.0, 1526.0, 698.0, 36.0], shoonya_4sUK89S5UHHO8U, 5750245]
[paragraph, [858.0, 1562.0, 698.0, 36.0], shoonya_4sUK89S5UHHO8U, 5750245]
[paragraph, [858.0, 1598.0, 698.0, 36.0], shoonya_4sUK89S5UHHO8U, 5750245]
[paragraph, [858.0, 1634.0, 698.0, 36.0], shoonya_4sUK89S5UHHO8U, 5750245]
[paragraph, [860.0, 1704.0, 702.0, 36.0], shoonya_3s5LU6L9PN367C, 5750245]
[paragraph, [860.0, 1740.0, 702.0, 36.0], shoonya_3s5LU6L9PN367C, 5750245]
[paragraph, [860.0, 1776.0, 702.0, 36.0], shoonya_3s5LU6L9PN367C, 5750245]
[paragraph, [860.0, 1812.0, 702.0, 36.0], shoonya_3s5LU6L9PN367C, 5750245]
[paragraph, [860.0, 1848.0, 702.0, 36.0], shoonya_3s5LU6L9PN367C, 5750245]
